MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
567.710022	567.710022	545.710022	730.9	1490.0177
573.6699829	573.6699829	551.6699829	738.9	1489.998291
576.6599731	576.6599731	554.6599731	742.9	1494.9920654
579.6400146	579.6400146	557.6400146	746.9	1490.0177
585.6	585.6	563.6	754.9	1489.9871826
588.5800171	588.5800171	566.5800171	758.9	1490.0177
594.5499878	594.5499878	572.5499878	766.9	1492.5007324
597.530029	597.530029	575.530029	770.9	1490.0177
600.51001	600.51001	578.51001	774.9	1489.9871826
603.49	603.49	581.49	778.9	1489.9871826
606.47998	606.47998	584.47998	782.9	1494.9920654
609.460022	609.460022	587.460022	786.9	1490.0177
615.4199829	615.4199829	593.4199829	794.9	1489.998291
618.4	618.4	596.4	798.9	1490.0177
621.3900146	621.3900146	599.3900146	802.9	1494.9920654
624.37	624.37	602.37	806.9	1489.9871826
627.3499756	627.3499756	605.3499756	810.9	1489.9871826
630.3300171	630.3300171	608.3300171	814.9	1490.0177
636.3	636.3	614.3	822.9	1492.5007324
639.280029	639.280029	617.280029	826.9	1490.0177
642.26001	642.26001	620.26001	830.9	1489.9871826
645.24	645.24	623.24	834.9	1489.9871826
648.219971	648.219971	626.219971	838.9	1489.9871826
651.210022	651.210022	629.210022	842.9	1495.022583
657.1699829	657.1699829	635.1699829	850.9	1489.9871826
660.1500244	660.1500244	638.1500244	854.9	1490.039917
663.13	663.13	641.13	858.9	1489.9871826
666.12	666.12	644.12	862.9	1494.9920654
669.1	669.1	647.1	866.9	1489.9871826
672.0800171	672.0800171	650.0800171	870.9	1490.0177
678.039978	678.039978	656.039978	878.9	1489.9871826
681.030029	681.030029	659.030029	882.9	1495.0449219
686.99	686.99	664.99	890.9	1489.9871826
689.969971	689.969971	667.969971	894.9	1489.9871826
692.9500122	692.9500122	670.9500122	898.9	1490.0177
695.93	695.93	673.93	902.9	1489.9871826
698.9199829	698.9199829	676.9199829	906.9	1494.9920654
701.9	701.9	679.9	910.9	1490.039917
707.8599854	707.8599854	685.8599854	918.9	1489.9871826
710.8499756	710.8499756	688.8499756	922.9	1494.9920654
713.8300171	713.8300171	691.8300171	926.9	1490.0177
719.789978	719.789978	697.789978	934.9	1489.9871826
722.77002	722.77002	700.77002	938.9	1490.0177
725.76001	725.76001	703.76001	942.9	1495.0144043
731.719971	731.719971	709.719971	950.9	1489.9871826
734.7	734.7	712.7	954.9	1490.0177
737.68	737.68	715.68	958.9	1489.9871826
740.6699829	740.6699829	718.6699829	962.9	1494.9920654
743.6500244	743.6500244	721.6500244	966.9	1490.0177
749.6099854	749.6099854	727.6099854	974.9	1489.998291
752.5900269	752.5900269	730.5900269	978.9	1490.0177
755.5800171	755.5800171	733.5800171	982.9	1494.9920654
761.539978	761.539978	739.539978	990.9	1489.9871826
764.52002	764.52002	742.52002	994.9	1490.0177
767.5	767.5	745.5	998.9	1490.009399
770.47998	770.47998	748.47998	1002.9	1489.9871826
773.469971	773.469971	751.469971	1006.9	1494.9698486
779.43	779.43	757.43	1014.9	1490.0246582
782.4099731	782.4099731	760.4099731	1018.9	1489.9649658
785.4	785.4	763.4	1022.9	1495.0449219
788.38	788.38	766.38	1026.9	1489.9649658
791.3599854	791.3599854	769.3599854	1030.9	1490.009399
794.3400269	794.3400269	772.3400269	1034.9	1489.9954834
797.32	797.32	775.32	1038.9	1490.009399
800.3	800.3	778.3	1042.9	1490.009399
803.289978	803.289978	781.289978	1046.9	1494.9698486
806.27002	806.27002	784.27002	1050.9	1490.039917
809.25	809.25	787.25	1054.9	1489.9649658
812.22998	812.22998	790.22998	1058.9	1490.009399
815.219971	815.219971	793.219971	1062.9	1494.9698486
818.2	818.2	796.2	1066.9	1490.039917
821.18	821.18	799.18	1070.9	1489.9649658
827.1400146	827.1400146	805.1400146	1078.9	1490.0246582
830.12	830.12	808.12	1082.9	1489.9649658
833.1099854	833.1099854	811.1099854	1086.9	1495.0144043
836.0900269	836.0900269	814.0900269	1090.9	1489.9954834
839.07	839.07	817.07	1094.9	1490.009399
842.06	842.06	820.06	1098.9	1494.9698486
848.02002	848.02002	826.02002	1106.9	1490.0246582
851	851	829	1110.9	1489.9649658
853.97998	853.97998	831.97998	1114.9	1490.009399
856.960022	856.960022	834.960022	1118.9	1489.9954834
859.94	859.94	837.94	1122.9	1490.009399
862.93	862.93	840.93	1126.9	1494.9698486
868.8900146	868.8900146	846.8900146	1134.9	1490.0246582
871.87	871.87	849.87	1138.9	1489.9649658
874.8599854	874.8599854	852.8599854	1142.9	1495.0144043
877.8400269	877.8400269	855.8400269	1146.9	1489.9954834
880.82	880.82	858.82	1150.9	1490.009399
883.8	883.8	861.8	1154.9	1489.9649658
886.780029	886.780029	864.780029	1158.9	1490.039917
889.76001	889.76001	867.76001	1162.9	1490.009399
892.75	892.75	870.75	1166.9	1494.9698486
895.72998	895.72998	873.72998	1170.9	1490.009399
898.710022	898.710022	876.710022	1174.9	1489.9954834
901.7	901.7	879.7	1178.9	1495.0144043
904.68	904.68	882.68	1182.9	1489.9649658
910.6400146	910.6400146	888.6400146	1190.9	1490.0246582
913.62	913.62	891.62	1194.9	1489.9649658
916.6	916.6	894.6	1198.9	1490.009399
919.5900269	919.5900269	897.5900269	1202.9	1495
922.57	922.57	900.57	1206.8900146	1493.7489014
928.530029	928.530029	906.530029	1214.8900146	1490.0024414
931.52002	931.52002	909.52002	1218.8900146	1494.9698486
934.5	934.5	912.5	1222.8900146	1490.009399
937.47998	937.47998	915.47998	1226.8900146	1490.009399
940.460022	940.460022	918.460022	1230.8900146	1489.9954834
943.44	943.44	921.44	1234.8900146	1490.009399
949.4	949.4	927.4	1242.8900146	1490.0024414
952.3900146	952.3900146	930.3900146	1246.8900146	1494.9698486
955.37	955.37	933.37	1250.8900146	1490.009399
961.3300171	961.3300171	939.3300171	1258.8900146	1490.0024414
964.32	964.32	942.32	1262.8900146	1495.0144043
967.3	967.3	945.3	1266.8900146	1489.9649658
970.280029	970.280029	948.280029	1270.8900146	1490.039917
973.26001	973.26001	951.26001	1274.8900146	1489.9649658
976.24	976.24	954.24	1278.8900146	1490.009399
979.219971	979.219971	957.219971	1282.8900146	1490.009399
982.210022	982.210022	960.210022	1286.8900146	1495
985.19	985.19	963.19	1290.8900146	1490.009399
988.1699829	988.1699829	966.1699829	1294.8900146	1489.9649658
991.1500244	991.1500244	969.1500244	1298.8900146	1490.039917
994.13	994.13	972.13	1302.8900146	1489.9649658
997.12	997.12	975.12	1306.8900146	1495.0144043
1000.1	1000.1	978.1	1310.8900146	1490.009399
1003.0800171	1003.0800171	981.0800171	1314.8900146	1489.9954834
1006.06	1006.06	984.06	1318.8900146	1490.009399
1009.039978	1009.039978	987.039978	1322.8900146	1489.9649658
1012.030029	1012.030029	990.030029	1326.8900146	1495.0449219
1015.01001	1015.01001	993.01001	1330.8900146	1489.9649658
1017.99	1017.99	995.99	1334.8900146	1490.009399
1020.969971	1020.969971	998.969971	1338.8900146	1490.009399
1023.9500122	1023.9500122	1001.9500122	1342.8900146	1489.9954834
1026.9399414	1026.9399414	1004.9399414	1346.8900146	1494.9838867
1029.9200439	1029.9200439	1007.9200439	1350.8900146	1490.026001
1032.9	1032.9	1010.9	1354.8900146	1490.009399
1035.88	1035.88	1013.88	1358.8900146	1489.9649658
1038.8599854	1038.8599854	1016.8599854	1362.8900146	1490.009399
1041.8399658	1041.8399658	1019.8399658	1366.8900146	1489.9649658
1044.8299561	1044.8299561	1022.8299561	1370.8900146	1495.0144043
1047.8100586	1047.8100586	1025.8100586	1374.8900146	1490.0704346
1050.790039	1050.790039	1028.790039	1378.8900146	1489.9649658
1053.77002	1053.77002	1031.77002	1382.8900146	1490.009399
1056.75	1056.75	1034.75	1386.8900146	1489.9649658
1059.74	1059.74	1037.74	1390.8900146	1495.0144043
1062.719971	1062.719971	1040.719971	1394.8900146	1489.9649658
1068.6800537	1068.6800537	1046.6800537	1402.8900146	1490.039917
1071.6600342	1071.6600342	1049.6600342	1406.8900146	1489.9649658
1074.6500244	1074.6500244	1052.6500244	1410.8900146	1495.0144043
1077.63	1077.63	1055.63	1414.8900146	1489.9649658
1080.6099854	1080.6099854	1058.6099854	1418.8900146	1490.009399
1083.5899658	1083.5899658	1061.5899658	1422.8900146	1489.9649658
1086.5799561	1086.5799561	1064.5799561	1426.8900146	1495.0144043
1089.5600586	1089.5600586	1067.5600586	1430.8900146	1490.0704346
1092.540039	1092.540039	1070.540039	1434.8900146	1489.9649658
1095.52002	1095.52002	1073.52002	1438.8900146	1490.009399
1098.5	1098.5	1076.5	1442.8900146	1489.9649658
1101.49	1101.49	1079.49	1446.8900146	1495.0144043
1104.469971	1104.469971	1082.469971	1450.8900146	1489.9649658
1110.4300537	1110.4300537	1088.4300537	1458.8900146	1490.039917
1113.4100342	1113.4100342	1091.4100342	1462.8900146	1489.9649658
1116.4	1116.4	1094.4	1466.8900146	1495.0144043
1119.38	1119.38	1097.38	1470.8900146	1489.9649658
1122.3599854	1122.3599854	1100.3599854	1474.8900146	1490.009399
1125.3399658	1125.3399658	1103.3399658	1478.8900146	1489.9649658
1131.3	1131.3	1109.3	1486.8900146	1490.039917
1134.290039	1134.290039	1112.290039	1490.8900146	1494.9698486
1137.27002	1137.27002	1115.27002	1494.8900146	1490.009399
1140.25	1140.25	1118.25	1498.8900146	1489.9649658
1143.22998	1143.22998	1121.22998	1502.8900146	1490.009399
1146.219971	1146.219971	1124.219971	1506.8900146	1494.9698486
1149.2	1149.2	1127.2	1510.8900146	1490.009399
1152.1800537	1152.1800537	1130.1800537	1514.8900146	1490.0704346
1155.1600342	1155.1600342	1133.1600342	1518.8900146	1489.9649658
1158.1500244	1158.1500244	1136.1500244	1522.8900146	1495.0144043
1161.13	1161.13	1139.13	1526.8900146	1489.9649658
1164.1099854	1164.1099854	1142.1099854	1530.8900146	1490.009399
1167.0899658	1167.0899658	1145.0899658	1534.8900146	1489.9649658
1170.0699463	1170.0699463	1148.0699463	1538.8900146	1490.009399
1173.0500488	1173.0500488	1151.0500488	1542.8900146	1490.026001
1176.030029	1176.030029	1154.030029	1546.8900146	1490.009399
1179.02002	1179.02002	1157.02002	1550.8900146	1495.0144043
1182	1182	1160	1554.8900146	1489.9649658
1184.97998	1184.97998	1162.97998	1558.8900146	1490.009399
1187.959961	1187.959961	1165.959961	1562.8900146	1489.9649658
1190.9399414	1190.9399414	1168.9399414	1566.8900146	1490.009399
1193.9300537	1193.9300537	1171.9300537	1570.8900146	1495.0308838
1196.9100342	1196.9100342	1174.9100342	1574.8900146	1490.009399
1199.8900146	1199.8900146	1177.8900146	1578.8900146	1490.009399
1202.87	1202.87	1180.87	1582.8900146	1489.9649658
1205.8599854	1205.8599854	1183.8599854	1586.8900146	1495.0144043
1208.8399658	1208.8399658	1186.8399658	1590.8900146	1489.9649658
1211.8199463	1211.8199463	1189.8199463	1594.8900146	1490.009399
1214.8	1214.8	1192.8	1598.8900146	1490.026001
1217.790039	1217.790039	1195.790039	1602.8900146	1495.0144043
1220.77002	1220.77002	1198.77002	1606.8900146	1490.009399
1223.75	1223.75	1201.75	1610.8900146	1489.9649658
1226.72998	1226.72998	1204.72998	1614.8900146	1490.009399
1229.709961	1229.709961	1207.709961	1618.8900146	1489.9649658
1232.6899414	1232.6899414	1210.6899414	1622.8900146	1490.009399
1235.6700439	1235.6700439	1213.6700439	1626.8900146	1490.026001
1238.6600342	1238.6600342	1216.6600342	1630.8900146	1495.0144043
1241.6400146	1241.6400146	1219.6400146	1634.8900146	1490.009399
1244.62	1244.62	1222.62	1638.8900146	1489.9649658
1247.6	1247.6	1225.6	1642.8900146	1490.009399
1250.5799561	1250.5799561	1228.5799561	1646.8900146	1489.9649658
1253.5699463	1253.5699463	1231.5699463	1650.8900146	1495.0144043
1256.5500488	1256.5500488	1234.5500488	1654.8900146	1490.026001
1259.530029	1259.530029	1237.530029	1658.8900146	1490.009399
1262.51001	1262.51001	1240.51001	1662.8900146	1490.009399
1265.49	1265.49	1243.49	1666.8900146	1489.9649658
1268.469971	1268.469971	1246.469971	1670.8900146	1490.009399
1271.459961	1271.459961	1249.459961	1674.8900146	1494.9698486
1274.4399414	1274.4399414	1252.4399414	1678.8900146	1490.009399
1277.4200439	1277.4200439	1255.4200439	1682.8900146	1490.026001
1280.4	1280.4	1258.4	1686.8900146	1490.009399
1283.3900146	1283.3900146	1261.3900146	1690.8900146	1494.9698486
1286.37	1286.37	1264.37	1694.8900146	1490.009399
1289.3499756	1289.3499756	1267.3499756	1698.8900146	1490.009399
1292.3299561	1292.3299561	1270.3299561	1702.8900146	1489.9649658
1295.3100586	1295.3100586	1273.3100586	1706.8900146	1490.0704346
1298.3	1298.3	1276.3	1710.8900146	1494.9698486
1301.280029	1301.280029	1279.280029	1714.8900146	1490.009399
1304.26001	1304.26001	1282.26001	1718.8900146	1489.9649658
1307.24	1307.24	1285.24	1722.8900146	1490.009399
1310.219971	1310.219971	1288.219971	1726.8900146	1490.009399
1313.209961	1313.209961	1291.209961	1730.8900146	1494.9698486
1316.1899414	1316.1899414	1294.1899414	1734.8900146	1490.009399
1319.1700439	1319.1700439	1297.1700439	1738.8900146	1490.026001
1322.1500244	1322.1500244	1300.1500244	1742.8900146	1490.009399
1325.13	1325.13	1303.13	1746.8900146	1489.9649658
1328.1099854	1328.1099854	1306.1099854	1750.8900146	1490.009399
1331.1	1331.1	1309.1	1754.8900146	1495.0144043
1334.0799561	1334.0799561	1312.0799561	1758.8900146	1489.9649658
1337.0600586	1337.0600586	1315.0600586	1762.8900146	1490.0704346
1340.040039	1340.040039	1318.040039	1766.8900146	1489.9649658
1343.030029	1343.030029	1321.030029	1770.8900146	1495.0144043
1346.01001	1346.01001	1324.01001	1774.8900146	1489.9649658
1348.99	1348.99	1326.99	1778.8900146	1490.009399
1351.969971	1351.969971	1329.969971	1782.8900146	1490.009399
1354.9499512	1354.9499512	1332.9499512	1786.8900146	1489.9649658
1357.9399414	1357.9399414	1335.9399414	1790.8900146	1495.0144043
1360.9200439	1360.9200439	1338.9200439	1794.8900146	1490.026001
1363.9	1363.9	1341.9	1798.8900146	1490.009399
1366.88	1366.88	1344.88	1802.8900146	1489.9649658
1369.8599854	1369.8599854	1347.8599854	1806.8900146	1490.009399
1372.8499756	1372.8499756	1350.8499756	1810.8900146	1495.0144043
1375.8299561	1375.8299561	1353.8299561	1814.8900146	1489.9649658
1378.8100586	1378.8100586	1356.8100586	1818.8900146	1490.0704346
1381.790039	1381.790039	1359.790039	1822.8900146	1489.9649658
1384.77002	1384.77002	1362.77002	1826.8900146	1490.009399
1387.75	1387.75	1365.75	1830.8900146	1489.9649658
1390.74	1390.74	1368.74	1834.8900146	1495.0144043
1393.719971	1393.719971	1371.719971	1838.8900146	1490.009399
1399.6800537	1399.6800537	1377.6800537	1846.8900146	1490.0177
1402.6700439	1402.6700439	1380.6700439	1850.8900146	1494.9698486
1405.6500244	1405.6500244	1383.6500244	1854.8900146	1490.009399
1408.63	1408.63	1386.63	1858.8900146	1489.9649658
1411.6099854	1411.6099854	1389.6099854	1862.8900146	1490.009399
1414.5899658	1414.5899658	1392.5899658	1866.8900146	1489.9649658
1417.5799561	1417.5799561	1395.5799561	1870.8900146	1495.0144043
1420.5600586	1420.5600586	1398.5600586	1874.8900146	1490.0704346
1423.540039	1423.540039	1401.540039	1878.8900146	1489.9649658
1426.52002	1426.52002	1404.52002	1882.8900146	1490.009399
1429.5	1429.5	1407.5	1886.8900146	1489.9649658
1432.49	1432.49	1410.49	1890.8900146	1495.0144043
1435.469971	1435.469971	1413.469971	1894.8900146	1489.9649658
1441.4300537	1441.4300537	1419.4300537	1902.8900146	1490.039917
1444.4100342	1444.4100342	1422.4100342	1906.8900146	1489.9649658
1447.4	1447.4	1425.4	1910.8900146	1495.0144043
1450.38	1450.38	1428.38	1914.8900146	1489.9649658
1453.3599854	1453.3599854	1431.3599854	1918.8900146	1490.009399
1456.3399658	1456.3399658	1434.3399658	1922.8900146	1489.9649658
1459.3199463	1459.3199463	1437.3199463	1926.8900146	1490.009399
1462.3100586	1462.3100586	1440.3100586	1930.8900146	1495.075439
1465.290039	1465.290039	1443.290039	1934.8900146	1489.9649658
1468.27002	1468.27002	1446.27002	1938.8900146	1490.009399
1471.25	1471.25	1449.25	1942.8900146	1489.9649658
1474.22998	1474.22998	1452.22998	1946.8900146	1490.009399
1477.209961	1477.209961	1455.209961	1950.8900146	1489.9649658
1480.2	1480.2	1458.2	1954.8900146	1495.0144043
1483.1800537	1483.1800537	1461.1800537	1958.8900146	1490.0704346
1486.1600342	1486.1600342	1464.1600342	1962.8900146	1489.9649658
1489.219971	1489.219971	1467.219971	1966.88	1533.8277588
1492.12	1492.12	1470.12	1970.6600342	1534.3530273
1492.27002	1492.27002	1470.27002	1970.87	1429.2969971
1495.1099854	1495.1099854	1473.1099854	1974.5500488	1543.463501
1498.1700439	1498.1700439	1476.1700439	1978.5500488	1530.003418
1501.0699463	1501.0699463	1479.0699463	1982.3299561	1534.3852539
1501.24	1501.24	1479.24	1982.5500488	1545.4301758
1504.0500488	1504.0500488	1482.0500488	1986.219971	1531.3765869
1507.1099854	1507.1099854	1485.1099854	1990.209961	1533.8277588
1510.02002	1510.02002	1488.02002	1993.99	1539.6976318
1510.1700439	1510.1700439	1488.1700439	1994.2	1428.48584
1513	1513	1491	1997.88	1538.0234375
1515.97998	1515.97998	1493.97998	2001.780029	1528.1750488
1519.040039	1519.040039	1497.040039	2005.77002	1533.888916
1521.9399414	1521.9399414	1499.9399414	2009.5500488	1534.2884521
1522.0899658	1522.0899658	1500.0899658	2009.7598877	1430.109131
1524.9300537	1524.9300537	1502.9300537	2013.4399414	1543.5299072
1527.9100342	1527.9100342	1505.9100342	2017.3299561	1532.1088867
1530.8900146	1530.8900146	1508.8900146	2021.22998	1528.1750488
1533.9499512	1533.9499512	1511.9499512	2025.219971	1533.8277588
1536.8499756	1536.8499756	1514.8499756	2029	1534.3530273
1537	1537	1515	2029.2098389	1430.109131
1539.8399658	1539.8399658	1517.8399658	2032.8901367	1543.3635254
1542.8199463	1542.8199463	1520.8199463	2036.7801514	1532.1088867
1545.8	1545.8	1523.8	2040.6801758	1528.237671
1548.8599854	1548.8599854	1526.8599854	2044.670166	1533.8277588
1551.76001	1551.76001	1529.76001	2048.4499512	1534.449829
1551.9100342	1551.9100342	1529.9100342	2048.6599121	1430.109131
1554.75	1554.75	1532.75	2052.3400879	1543.3635254
1557.72998	1557.72998	1535.72998	2056.22998	1532.1088867
1560.709961	1560.709961	1538.709961	2060.1298828	1528.2685547
1563.6899414	1563.6899414	1541.6899414	2064.02002	1532.1088867
1566.6700439	1566.6700439	1544.6700439	2067.9099121	1532.171631
1569.6600342	1569.6600342	1547.6600342	2071.8	1537.255249
1572.6400146	1572.6400146	1550.6400146	2075.7	1528.1750488
1575.7	1575.7	1553.7	2079.6899414	1533.8277588
1578.6	1578.6	1556.6	2083.469971	1534.449829
1578.75	1578.75	1556.75	2083.6799316	1428.48584
1581.5799561	1581.5799561	1559.5799561	2087.3601074	1537.9238281
1584.5699463	1584.5699463	1562.5699463	2091.25	1537.3494873
1587.5500488	1587.5500488	1565.5500488	2095.1499023	1528.237671
1590.6099854	1590.6099854	1568.6099854	2099.1499023	1529.987915
1593.51001	1593.51001	1571.51001	2102.9299316	1534.449829
1593.6800537	1593.6800537	1571.6800537	2103.1499023	1545.4301758
1596.49	1596.49	1574.49	2106.8200684	1531.2105713
1599.47998	1599.47998	1577.47998	2110.709961	1537.3494873
1602.459961	1602.459961	1580.459961	2114.6101074	1528.081665
1605.4399414	1605.4399414	1583.4399414	2118.5	1532.2027588
1608.4200439	1608.4194336	1586.4194336	2122.3898926	1531.9689941
1611.4100342	1611.4086914	1589.4086914	2126.280029	1536.7946777
1614.3900146	1614.3880615	1592.3880615	2130.1699219	1531.8376465
1617.37	1617.36731	1595.36731	2134.0700684	1527.717529
1620.4300537	1620.4266357	1598.4266357	2138.0600586	1533.5234375
