MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
1089	1089	1070	1636.4300537	2500.0322266
1094	1094	1075	1640.4300537	2499.9577637
1099	1099	1080	1644.4300537	2500.0322266
1104	1104	1085	1648.4300537	2499.9577637
1114	1114	1095	1656.4300537	2500.0322266
1119	1119	1100	1660.4300537	2499.9577637
1124	1124	1105	1664.4300537	2500.0322266
1129	1129	1110	1668.4300537	2499.9577637
1134	1134	1115	1672.4300537	2500.0322266
1139	1139	1120	1676.4300537	2499.9577637
1149	1149	1130	1684.4300537	2500.0322266
1154	1154	1135	1688.4300537	2499.9577637
1159	1159	1140	1692.4300537	2500.0322266
1164	1164	1145	1696.4300537	2499.9577637
1169	1169	1150	1700.4300537	2500.0322266
1174	1174	1155	1704.4300537	2499.9577637
1184	1184	1165	1712.4300537	2500.0322266
1189	1189	1170	1716.4300537	2499.9577637
1194	1194	1175	1720.4300537	2500.0322266
1199	1199	1180	1724.4300537	2499.9577637
1204	1204	1185	1728.4300537	2500.0322266
1209	1209	1190	1732.4300537	2499.9577637
1219	1219	1200	1740.4300537	2500.0322266
1224	1224	1205	1744.4300537	2499.9577637
1229	1229	1210	1748.4300537	2500.0322266
1234	1234	1215	1752.4300537	2499.9577637
1239	1239	1220	1756.4300537	2500.0322266
1244	1244	1225	1760.4300537	2499.9577637
1254	1254	1235	1768.4300537	2500.0322266
1259	1259	1240	1772.4300537	2499.9577637
1264	1264	1245	1776.4300537	2500.0322266
1269	1269	1250	1780.4300537	2499.9577637
1274	1274	1255	1784.4300537	2500.0322266
1279	1279	1260	1788.4300537	2499.9577637
1284	1284	1265	1792.4300537	2500.0322266
1289	1289	1270	1796.4300537	2499.9577637
1299	1299	1280	1804.4300537	2500.0322266
1304	1304	1285	1808.4300537	2499.9577637
1309	1309	1290	1812.4300537	2500.0322266
1314	1314	1295	1816.4300537	2499.9577637
1319	1319	1300	1820.4300537	2500.0322266
1324	1324	1305	1824.4300537	2499.9577637
1334	1334	1315	1832.4300537	2500.0322266
1339	1339	1320	1836.4300537	2499.9577637
1344	1344	1325	1840.4300537	2500.0322266
1349	1349	1330	1844.4300537	2499.9577637
1354	1354	1335	1848.4300537	2500.0322266
1359	1359	1340	1852.4300537	2499.9577637
1369	1369	1350	1860.4300537	2500.0322266
1374	1374	1355	1864.4300537	2499.9577637
1379	1379	1360	1868.4300537	2500.0322266
1384	1384	1365	1872.4300537	2499.9577637
1389	1389	1370	1876.4300537	2500.0322266
1394	1394	1375	1880.4300537	2499.9577637
1404	1404	1385	1888.4300537	2500.0322266
1409	1409	1390	1892.4300537	2499.9577637
1414	1414	1395	1896.4300537	2500.0322266
1419	1419	1400	1900.4300537	2499.9577637
1424	1424	1405	1904.4300537	2500.0322266
1429	1429	1410	1908.4300537	2499.9577637
1439	1439	1420	1916.4300537	2500.0322266
1444	1444	1425	1920.4300537	2499.9577637
1449	1449	1430	1924.4300537	2500.0322266
1452.97998	1452.97998	1433.97998	1928.4300537	1989.956543
1456.959961	1456.959961	1437.959961	1932.4300537	1990.015869
1459	1459	1440	1934.47998	1990.3568115
1460.9499512	1460.9499512	1441.9499512	1936.4300537	1999.8015137
1462.99	1462.99	1443.99	1938.47998	1990.3568115
1464	1464	1445	1939.49	2000.1359863
1466.969971	1466.969971	1447.969971	1942.47998	1986.5975342
1467.97998	1467.97998	1448.97998	1943.49	1999.9
1471.959961	1471.959961	1452.959961	1947.49	1990.015869
1474	1474	1455	1949.540039	1990.2410889
1475.9499512	1475.9499512	1456.9499512	1951.49	1999.9237061
1477.99	1477.99	1458.99	1953.540039	1990.2410889
1479	1479	1460	1954.5500488	2000.1359863
1481.969971	1481.969971	1462.969971	1957.540039	1986.5975342
1482.97998	1482.97998	1463.97998	1958.5500488	1999.9
1484	1484	1465	1959.5799561	1980.9107666
1486.959961	1486.959961	1467.959961	1962.5500488	1993.1729736
1487.97998	1487.97998	1468.97998	1963.5799561	1980.6815186
1491.969971	1491.969971	1472.969971	1967.5799561	1995.020752
1494	1494	1475	1969.62	1990.196899
1495.9499512	1495.9499512	1476.9499512	1971.5799561	1989.8273926
1499	1499	1480	1974.6400146	1993.429199
1501.969971	1501.969971	1482.969971	1977.62	1993.2730713
1502.97998	1502.97998	1483.97998	1978.6400146	1980.4992676
1504	1504	1485	1979.6600342	1999.8934326
1506.959961	1506.959961	1487.959961	1982.6400146	1986.5550537
1507.97998	1507.97998	1488.97998	1983.6600342	2000.1271973
1509	1509	1490	1984.6899414	1980.6815186
1511.959961	1511.959961	1492.959961	1987.6600342	1993.1729736
1512.99	1512.99	1493.99	1988.6899414	2000.3500977
1514	1514	1495	1989.7	1999.9
1516.97998	1516.97998	1497.97998	1992.6899414	1993.293091
1517.97998	1517.97998	1498.97998	1993.7	1980.3134766
1519	1519	1500	1994.719971	1999.8934326
1521.959961	1521.959961	1502.959961	1997.7	1986.5550537
1522.97998	1522.97998	1503.97998	1998.719971	2000.1271973
1524	1524	1505	1999.75	1980.452271
1526.959961	1526.959961	1507.959961	2002.7198486	1993.3330078
1527.99	1527.99	1508.99	2003.7501221	1999.65564
1529	1529	1510	2004.76001	2000.1359863
1531.969971	1531.969971	1512.969971	2007.75	1986.5975342
1532.97998	1532.97998	1513.97998	2008.76001	2000.1359863
1534	1534	1515	2009.789917	1980.6815186
1536.959961	1536.959961	1517.959961	2012.7598877	1993.25293
1537.97998	1537.97998	1518.97998	2013.7901611	1980.2231445
1541.969971	1541.969971	1522.969971	2017.790039	1995.020752
1544	1544	1525	2019.8299561	1990.3132324
1545.9499512	1545.9499512	1526.9499512	2021.790039	1989.706421
1547.97998	1547.97998	1528.97998	2023.8299561	1990.3132324
1549	1549	1530	2024.8498535	2000.1271973
1551.969971	1551.969971	1532.969971	2027.829834	1993.2730713
1552.97998	1552.97998	1533.97998	2028.8500977	1980.036499
1554	1554	1535	2029.87	2000.1271973
1556.959961	1556.959961	1537.959961	2032.8499756	1986.5550537
1557.97998	1557.97998	1538.97998	2033.87	2000.1271973
1559	1559	1540	2034.9	1980.6815186
1561.959961	1561.959961	1542.959961	2037.869873	1993.25293
1562.99	1562.99	1543.99	2038.9001465	1999.65564
1564	1564	1545	2039.9100342	2000.1359863
1566.97998	1566.97998	1547.97998	2042.9001465	1993.293091
1567.97998	1567.97998	1548.97998	2043.9100342	1980.3134766
1569	1569	1550	2044.9299316	2000.1271973
1571.959961	1571.959961	1552.959961	2047.9100342	1986.5550537
1572.97998	1572.97998	1553.97998	2048.9299316	2000.1271973
1574	1574	1555	2049.959961	1980.6815186
1576.959961	1576.959961	1557.959961	2052.9299316	1993.25293
1577.97998	1577.97998	1558.97998	2053.959961	1980.6815186
1579	1579	1560	2054.97998	1999.65979
1581.969971	1581.969971	1562.969971	2057.959961	1993.2730713
1582.97998	1582.97998	1563.97998	2058.97998	1980.4992676
1584	1584	1565	2060	2000.1271973
1586.969971	1586.969971	1567.969971	2062.97998	1993.2730713
1587.97998	1587.97998	1568.97998	2064	1980.4992676
1589	1589	1570	2065.02002	1999.65979
1591.959961	1591.959961	1572.959961	2068	1986.5550537
1592.97998	1592.97998	1573.97998	2069.02002	2000.1271973
1594	1594	1575	2070.0500488	1980.6815186
1596.959961	1596.959961	1577.959961	2073.02002	1993.25293
1597.99	1597.99	1578.99	2074.0500488	2000.11853
1599	1599	1580	2075.0600586	1999.66394
1601.97998	1601.97998	1582.97998	2078.0500488	1993.293091
1602.97998	1602.97998	1583.97998	2079.0600586	1980.3134766
1604	1604	1585	2080.0800781	2000.1271973
1606.959961	1606.959961	1587.959961	2083.0600586	1986.5550537
1607.97998	1607.97998	1588.97998	2084.0800781	2000.1271973
1609	1609	1590	2085.1101074	1980.2231445
1611.959961	1611.959961	1592.959961	2088.0800781	1993.25293
1612.97998	1612.97998	1593.97998	2089.1101074	1980.6815186
1614	1614	1595	2090.1298828	2000.5948486
1616.969971	1616.969971	1597.969971	2093.1101074	1993.1136475
1617.97998	1617.97998	1598.97998	2094.1298828	1980.9624023
1619	1619	1600	2095.1499023	1999.65979
1621.969971	1621.969971	1602.969971	2098.1298828	1993.2730713
1622.97998	1622.97998	1603.97998	2099.1499023	1980.4992676
1624	1624	1605	2100.1699219	2000.1271973
1626.969971	1626.969971	1607.969971	2103.1499023	1993.2730713
1627.97998	1627.97998	1608.97998	2104.1699219	1980.4992676
1629	1629	1610	2105.1899414	1999.65979
1631.969971	1631.969971	1612.969971	2108.1699219	1993.2730713
1632.97998	1632.97998	1613.97998	2109.1899414	1980.4992676
1634	1634	1615	2110.209961	2000.1271973
1636.969971	1636.969971	1617.969971	2113.1899414	1993.2730713
1637.97998	1637.97998	1618.97998	2114.209961	1980.4992676
1639	1639	1620	2115.22998	1999.65979
1641.959961	1641.959961	1622.959961	2118.209961	1986.5550537
1642.97998	1642.97998	1623.97998	2119.22998	2000.1271973
1644	1644	1625	2120.26001	1980.6815186
1646.959961	1646.9598389	1627.9598389	2123.22998	1993.1777344
1647.97998	1647.9797363	1628.9797363	2124.26001	1980.4509277
1649	1649	1630	2125.280029	1999.427002
1651.969971	1651.9692383	1632.9692383	2128.26001	1993.2005615
1652.99	1652.9891357	1633.9891357	2129.280029	1999.427002
1654	1654	1635	2130.290039	1999.9031982
1656.969971	1656.96875	1637.96875	2133.280029	1986.366333
1657.97998	1657.9786377	1638.9786377	2134.290039	1999.9031982
1659	1658.9985352	1639.9985352	2135.3200684	1979.9925537
1661.959961	1661.95813	1642.95813	2138.290039	1993.1809082
1662.97998	1662.9780273	1643.9780273	2139.3200684	1979.9925537
1664	1663.9979248	1644.9979248	2140.3400879	1999.894409
1666.969971	1666.967529	1647.967529	2143.3200684	1993.0410156
1667.97998	1667.977417	1648.977417	2144.3400879	1980.2687988
1669	1668.9973145	1649.9973145	2145.3601074	1999.894409
1671.969971	1671.9669189	1652.9669189	2148.3400879	1993.0410156
1672.97998	1672.9768066	1653.9768066	2149.3601074	1979.80603
1674	1673.9967041	1654.9967041	2150.3798828	2000.3619385
1676.959961	1676.9562988	1657.9562988	2153.3601074	1986.164917
1677.97998	1677.9763184	1658.9763184	2154.3798828	2000.3619385
1681.959961	1681.955811	1662.955811	2158.3798828	1989.78418
1684	1683.9956055	1664.9956055	2160.4299316	1989.8936768
1685.9499512	1685.9453125	1666.9453125	2162.3798828	1999.690918
1687.99	1687.9851074	1668.9851074	2164.4299316	1990.1251221
1689	1688.9949951	1669.9949951	2165.4399414	1999.9031982
1691.969971	1691.9646	1672.9646	2168.4299316	1986.366333
1692.97998	1692.9744873	1673.9744873	2169.4399414	1999.4311523
1694	1693.9943848	1674.9943848	2170.469971	1980.4509277
1696.97998	1696.974	1677.974	2173.4399414	2006.50061
1698.01001	1698.0039063	1679.0039063	2174.469971	1999.8857422
1699.13	1699.123779	1680.123779	2175.5900879	1999.5969238
1702.02002	1702.01355	1683.01355	2178.469971	2006.8199463
1704.27002	1704.2631836	1685.2631836	2180.709961	2008.532471
1706.5600586	1706.5529785	1687.5529785	2183.5900879	1590.0665283
1707.459961	1707.4527588	1688.4527588	2184.709961	1606.9936523
1709	1708.9926758	1689.9926758	2186.6499023	1587.6696777
1711.0500488	1711.04248	1692.04248	2188.709961	1989.9379883
1712.97998	1712.972168	1693.972168	2190.6499023	1989.3763428
1714	1713.9920654	1694.9920654	2191.6799316	1980.4509277
1716.959961	1716.95166	1697.95166	2194.6499023	1993.0209961
1717.99	1717.9815674	1698.9815674	2195.6799316	1999.8857422
1719	1718.9914551	1699.9914551	2196.6899414	1999.9031982
1721.97998	1721.9711914	1702.9711914	2199.6799316	1993.0610352
1722.99	1722.981079	1703.981079	2200.6899414	1999.4311523
1724.01001	1724	1705	2201.709961	1999.894409
1726.969971	1726.9605713	1707.9605713	2204.6899414	1986.3238525
1727.99	1727.9804688	1708.9804688	2205.709961	1999.894409
1729.01001	1729	1710	2206.74	1980.4509277
1731.969971	1731.959961	1712.959961	2209.709961	1993.0209961
1732.99	1732.97998	1713.97998	2210.74	1980.2163086
1734.01001	1734	1715	2211.76001	2000.1271973
1736.97998	1736.969971	1717.969971	2214.74	1993.2730713
1737.99	1737.97998	1718.97998	2215.76001	1980.4992676
1739.01001	1739	1720	2216.780029	2000.1271973
1741.97998	1741.969971	1722.969971	2219.76001	1993.2730713
1742.99	1742.97998	1723.97998	2220.780029	1980.036499
1744.01001	1744	1725	2221.8	2000.1271973
1746.97998	1746.969971	1727.969971	2224.780029	1993.2730713
1747.99	1747.97998	1728.97998	2225.8	1980.4992676
1749.01001	1749	1730	2226.8200684	2000.1271973
1751.97998	1751.969971	1732.969971	2229.8	1993.2730713
1752.99	1752.97998	1733.97998	2230.8200684	1980.036499
1754.01001	1754	1735	2231.8400879	2000.1271973
1756.97998	1756.969971	1737.969971	2234.8200684	1993.2730713
1757.99	1757.97998	1738.97998	2235.8400879	1980.4992676
1759.01001	1759	1740	2236.8601074	2000.1271973
1761.969971	1761.959961	1742.959961	2239.8400879	1986.5550537
1762.99	1762.97998	1743.97998	2240.8601074	1999.65979
1764.01001	1764	1745	2241.8898926	1981.1401367
1766.969971	1766.959961	1747.959961	2244.8601074	1993.0928955
1767.99	1767.97998	1748.97998	2245.8898926	1981.1401367
1769.01001	1769	1750	2246.9099121	2000.1271973
1771.97998	1771.969971	1752.969971	2249.8898926	1993.2730713
1773	1772.99	1753.99	2250.9099121	2000.1271973
1774.01001	1774	1755	2251.9199219	1999.66394
1776.97998	1776.969971	1757.969971	2254.9099121	1986.5975342
1777.99	1777.97998	1758.97998	2255.9199219	2000.1359863
1779.01001	1779	1760	2256.9499512	1980.6815186
1781.969971	1781.959961	1762.959961	2259.9199219	1993.25293
1782.99	1782.97998	1763.97998	2260.9499512	1980.6815186
1784.01001	1784	1765	2261.969971	1999.65979
1786.97998	1786.969971	1767.969971	2264.9499512	1993.2730713
1787.99	1787.97998	1768.97998	2265.969971	1980.4992676
1789.01001	1789	1770	2266.99	2000.1271973
1791.97998	1791.969971	1772.969971	2269.969971	1993.2730713
1792.99	1792.97998	1773.97998	2270.99	1980.4992676
1796.97998	1796.969971	1777.969971	2274.99	1994.9018555
1799.01001	1799	1780	2277.030029	1990.3132324
1800.9499512	1800.9399414	1781.9399414	2278.99	1979.4925537
1802.97998	1802.969971	1783.969971	2281.030029	1990.3132324
1804	1803.99	1784.99	2282.0600586	1980.2231445
1806.959961	1806.9499512	1787.9499512	2285.030029	1993.25293
1807.99	1807.97998	1788.97998	2286.0600586	2000.11853
1809	1808.99	1789.99	2287.0700684	2000.1359863
1811.969971	1811.959961	1792.959961	2290.0600586	1986.5975342
1812.97998	1812.969971	1793.969971	2291.0700684	2000.1359863
1814	1813.99	1794.99	2292.1	1980.2231445
1816.959961	1816.9499512	1797.9499512	2295.0700684	1993.25293
1817.97998	1817.969971	1798.969971	2296.1	1980.6815186
1819	1818.99	1799.99	2297.1201172	2000.1271973
1821.969971	1821.959961	1802.959961	2300.1	1993.2730713
1822.99	1822.97998	1803.97998	2301.1201172	2000.1271973
1824	1823.99	1804.99	2302.1298828	2000.1359863
1826.969971	1826.959961	1807.959961	2305.1201172	1986.439209
1827.97998	1827.969971	1808.969971	2306.1298828	2000.6082764
1829	1828.99	1809.99	2307.1599121	1980.6815186
1831.959961	1831.9499512	1812.9499512	2310.1298828	1993.25293
1832.97998	1832.969971	1813.969971	2311.1599121	1980.6815186
1834	1833.99	1814.99	2312.1799316	1999.65979
1836.959961	1836.9499512	1817.9499512	2315.1599121	1986.713989
1837.97998	1837.969971	1818.969971	2316.1799316	1999.65979
1839	1838.99	1819.99	2317.209961	1980.6815186
1841.959961	1841.9499512	1822.9499512	2320.1799316	1993.25293
1842.99	1842.97998	1823.97998	2321.209961	2000.11853
1844	1843.99	1824.99	2322.219971	1999.66394
1846.969971	1846.959961	1827.959961	2325.209961	1986.7559814
1847.97998	1847.969971	1828.969971	2326.219971	1999.66394
1849	1848.99	1829.99	2327.25	1980.6815186
1851.959961	1851.9499512	1832.9499512	2330.219971	1993.25293
1852.97998	1852.969971	1833.969971	2331.25	1980.6815186
1854	1853.99	1834.99	2332.27002	2000.1271973
1856.969971	1856.959961	1837.959961	2335.25	1993.2730713
1857.99	1857.97998	1838.97998	2336.27002	1999.65979
1859	1858.99	1839.99	2337.280029	2000.1359863
1861.969971	1861.959961	1842.959961	2340.27002	1986.5975342
1862.97998	1862.969971	1843.969971	2341.280029	2000.1359863
1864	1863.99	1844.99	2342.3100586	1980.6815186
1866.959961	1866.9499512	1847.9499512	2345.280029	1993.25293
1867.97998	1867.969971	1848.969971	2346.3100586	1980.2231445
1869	1868.99	1849.99	2347.3300781	2000.1271973
1871.959961	1871.9499512	1852.9499512	2350.3100586	1986.5550537
1872.97998	1872.969971	1853.969971	2351.3300781	2000.1271973
1874	1873.99	1854.99	2352.3601074	1980.6815186
1876.959961	1876.9499512	1857.9499512	2355.3300781	1993.25293
1877.99	1877.97998	1858.97998	2356.3601074	1999.65564
1879	1878.99	1859.99	2357.3701172	2000.1359863
1881.97998	1881.969971	1862.969971	2360.3601074	1993.293091
1882.97998	1882.969971	1863.969971	2361.3701172	1980.3134766
1884	1883.99	1864.99	2362.3898926	2000.5948486
1886.959961	1886.9499512	1867.9499512	2365.3701172	1986.3961182
1887.97998	1887.969971	1868.969971	2366.3898926	2000.1271973
1889	1888.99	1869.99	2367.4199219	1980.6815186
1891.959961	1891.9499512	1872.9499512	2370.3898926	1993.25293
1892.99	1892.97998	1873.97998	2371.4199219	2000.11853
1894	1893.99	1874.99	2372.4299316	2000.1359863
1896.969971	1896.959961	1877.959961	2375.4199219	1986.5975342
1897.97998	1897.969971	1878.969971	2376.4299316	1999.66394
1899	1898.99	1879.99	2377.459961	1980.6815186
1901.959961	1901.9499512	1882.9499512	2380.4299316	1993.25293
1902.97998	1902.969971	1883.969971	2381.459961	1980.6815186
1904	1903.99	1884.99	2382.47998	2000.1271973
1906.969971	1906.959961	1887.959961	2385.459961	1993.2730713
1907.99	1907.97998	1888.97998	2386.47998	1999.65979
1909	1908.99	1889.99	2387.49	2000.1359863
1911.969971	1911.959961	1892.959961	2390.47998	1986.5975342
1912.97998	1912.969971	1893.969971	2391.49	2000.1359863
1914	1913.99	1894.99	2392.52002	1980.6815186
1916.959961	1916.9499512	1897.9499512	2395.49	1993.25293
1917.97998	1917.969971	1898.969971	2396.52002	1980.2231445
1919	1918.99	1899.99	2397.540039	2000.1271973
1921.959961	1921.9499512	1902.9499512	2400.52002	1986.5550537
1922.97998	1922.969971	1903.969971	2401.540039	2000.1271973
1924	1923.99	1904.99	2402.5700684	1980.6815186
1926.959961	1926.9499512	1907.9499512	2405.540039	1993.25293
1927.99	1927.97998	1908.97998	2406.5700684	2000.11853
1929	1928.99	1909.99	2407.5800781	1999.66394
1931.97998	1931.969971	1912.969971	2410.5700684	1993.293091
1932.97998	1932.969971	1913.969971	2411.5800781	1980.3134766
1934	1933.99	1914.99	2412.6	2000.1271973
1936.959961	1936.9499512	1917.9499512	2415.5800781	1986.5550537
1937.97998	1937.969971	1918.969971	2416.6	2000.1271973
1939	1938.99	1919.99	2417.6298828	1980.6815186
1941.959961	1941.9499512	1922.9499512	2420.6	1993.0928955
1942.99	1942.97998	1923.97998	2421.6298828	2000.581665
1944	1943.99	1924.99	2422.6398926	2000.1359863
1946.969971	1946.959961	1927.959961	2425.6298828	1986.5975342
1947.97998	1947.969971	1928.969971	2426.6398926	2000.1359863
1949	1948.99	1929.99	2427.6699219	1980.2231445
1951.959961	1951.9499512	1932.9499512	2430.6398926	1993.25293
1952.97998	1952.969971	1933.969971	2431.6699219	1980.6815186
1956.969971	1956.959961	1937.959961	2435.6699219	1995.020752
1959	1958.99	1939.99	2437.709961	1990.0806885
1960.9499512	1960.9399414	1941.9399414	2439.6699219	1989.9483643
1962.97998	1962.969971	1943.969971	2441.709961	1990.0806885
1964	1963.99	1944.99	2442.72998	2000.1271973
1966.969971	1966.959961	1947.959961	2445.709961	1993.2730713
1967.97998	1967.969971	1948.969971	2446.72998	1980.4992676
1969	1968.99	1949.99	2447.75	1999.65979
1971.959961	1971.9499512	1952.9499512	2450.72998	1986.5550537
1972.97998	1972.969971	1953.969971	2451.75	2000.1271973
1974	1973.99	1954.99	2452.780029	1980.6815186
1976.959961	1976.9499512	1957.9499512	2455.75	1993.25293
1977.99	1977.97998	1958.97998	2456.780029	2000.11853
1979	1978.99	1959.99	2457.790039	1999.66394
1981.97998	1981.969971	1962.969971	2460.780029	1993.293091
1982.97998	1982.969971	1963.969971	2461.790039	1980.3134766
1984	1983.99	1964.99	2462.8100586	2000.1271973
1986.959961	1986.9499512	1967.9499512	2465.790039	1986.5550537
1987.97998	1987.969971	1968.969971	2466.8100586	2000.1271973
1989	1988.99	1969.99	2467.8400879	1980.2231445
1991.959961	1991.9499512	1972.9499512	2470.8100586	1993.25293
1992.97998	1992.9698486	1973.9698486	2471.8400879	1980.3352051
1994	1993.989624	1974.989624	2472.8601074	1999.7631836
1996.969971	1996.9591064	1977.9591064	2475.8400879	1992.9102783
1997.97998	1997.9688721	1978.9688721	2476.8601074	1980.138916
1999	1998.98877	1979.98877	2477.8798828	1999.7631836
2001.969971	2001.95813	1982.95813	2480.8601074	1992.9102783
2002.97998	2002.9680176	1983.9680176	2481.8798828	1980.138916
2004	2003.987793	1984.987793	2482.9	1999.7631836
2006.969971	2006.9572754	1987.9572754	2485.8798828	1992.9102783
2009.01001	2008.9969482	1989.9969482	2487.9199219	1999.7631836
