MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
2011.99	2011.9763184	1992.9763184	2490.9	1999.6270752
2013.01001	2012.9962158	1993.9962158	2491.9199219	1999.2957764
2014.1400146	2014.1259766	1995.1259766	2493.0500488	1999.4605713
2016.4499512	2016.4355469	1997.4355469	2495.9199219	1609.5061035
2017.37	2017.3553467	1998.3553467	2497.0500488	1627.9500732
2019.01001	2018.9951172	1999.9951172	2499.0900879	1607.4484863
2020.959961	2020.9447021	2001.9447021	2501.0500488	1989.5863037
2022.99	2022.9743652	2003.9743652	2503.0900879	1989.7185059
2024.01001	2023.994141	2004.994141	2504.1101074	1999.7631836
2026.97998	2026.963623	2007.963623	2507.0900879	1992.9102783
2027.99	2027.9733887	2008.9733887	2508.1101074	1980.138916
2029.01001	2028.9932861	2009.9932861	2509.1298828	1999.7631836
2031.97998	2031.9626465	2012.9626465	2512.1101074	1992.9102783
2032.99	2032.9725342	2013.9725342	2513.1298828	1980.138916
2034.01001	2033.99231	2014.99231	2514.1499023	1999.7631836
2036.97998	2036.961792	2017.961792	2517.1298828	1992.9102783
2037.99	2037.9715576	2018.9715576	2518.1499023	1980.138916
2041.969971	2041.9508057	2022.9508057	2522.1499023	1989.6536865
2044.01001	2043.9904785	2024.9904785	2524.2	1989.7631836
2045.959961	2045.9401855	2026.9401855	2526.1499023	1999.5596924
2048	2047.97998	2028.97998	2528.2	1990.172119
2049.01001	2048.99	2029.99	2529.209961	2000.1359863
2051.99	2051.969971	2032.969971	2532.2	1993.293091
2052.99	2052.969971	2033.969971	2533.209961	1979.846069
2054.01001	2053.99	2034.99	2534.22998	2000.1271973
2056.969971	2056.9499512	2037.9499512	2537.209961	1986.5550537
2057.99	2057.969971	2038.969971	2538.22998	2000.1271973
2059.01001	2058.99	2039.99	2539.26001	1980.6815186
2061.969971	2061.9499512	2042.9499512	2542.22998	1993.25293
2062.99	2062.969971	2043.969971	2543.26001	1980.2231445
2064.01001	2063.99	2044.99	2544.280029	2000.1271973
2066.97998	2066.959961	2047.959961	2547.26001	1993.2730713
2067.99	2067.969971	2048.969971	2548.280029	1980.4992676
2069.01001	2068.99	2049.99	2549.3	2000.1271973
2071.97998	2071.959961	2052.959961	2552.280029	1993.2730713
2072.99	2072.969971	2053.969971	2553.3	1980.036499
2074.01001	2073.99	2054.99	2554.3200684	2000.1271973
2076.97998	2076.959961	2057.959961	2557.3	1993.2730713
2077.99	2077.969971	2058.969971	2558.3200684	1980.4992676
2079.01001	2078.99	2059.99	2559.3400879	2000.1271973
2081.97998	2081.959961	2062.959961	2562.3200684	1993.2730713
2082.99	2082.969971	2063.969971	2563.3400879	1980.036499
2084.01001	2083.99	2064.99	2564.3601074	2000.1271973
2086.97998	2086.959961	2067.959961	2567.3400879	1993.2730713
2087.99	2087.969971	2068.969971	2568.3601074	1980.4992676
2089.01001	2088.99	2069.99	2569.3798828	2000.5948486
2091.99	2091.969971	2072.969971	2572.3601074	1999.8310547
2093.01001	2092.99	2073.99	2573.3798828	2000.1271973
2094.1398926	2094.119873	2075.119873	2574.51001	1999.6083984
2096.4499512	2096.4299316	2077.4299316	2577.3798828	1609.8841553
2097.3601074	2097.3400879	2078.3400879	2578.51001	1610.747681
2099.01001	2098.99	2079.99	2580.5600586	1609.7213135
2100.959961	2100.9399414	2081.9399414	2582.51001	1999.9237061
2103	2102.97998	2083.97998	2584.5600586	1990.1253662
2104.01001	2103.99	2084.99	2585.5700684	2000.1359863
2107.01001	2106.99	2087.99	2588.5600586	2006.68396
2108.02002	2108	2089	2589.5700684	2000.1359863
2109.1398926	2109.119873	2090.119873	2590.6899414	2000.0374756
2111.459961	2111.4399414	2092.4399414	2593.5700684	1611.1046143
2112.3601074	2112.3400879	2093.3400879	2594.6899414	1607.6168213
2114.01001	2113.99	2094.99	2596.74	1609.53418
2115.9499512	2115.9299316	2096.9299316	2598.6899414	1989.657471
2117.99	2117.969971	2098.969971	2600.74	1990.3568115
2119.01001	2118.99	2099.99	2601.76001	2000.1271973
2121.97998	2121.959961	2102.959961	2604.74	1993.2730713
2122.99	2122.969971	2103.969971	2605.76001	1980.036499
2126.97998	2126.959961	2107.959961	2609.76001	1995.020752
2129.01001	2128.99	2109.99	2611.8	1990.3132324
2130.959961	2130.9399414	2111.9399414	2613.76001	1989.706421
2132.99	2132.969971	2113.969971	2615.8	1990.0806885
2134.01001	2133.99	2114.99	2616.8200684	2000.1271973
2136.97998	2136.959961	2117.959961	2619.8	1993.2730713
2137.99	2137.969971	2118.969971	2620.8200684	1980.4992676
2139.01001	2138.99	2119.99	2621.8400879	2000.1271973
2141.969971	2141.9499512	2122.9499512	2624.8200684	1986.5550537
2142.99	2142.969971	2123.969971	2625.8400879	1999.65979
2144.01001	2143.99	2124.99	2626.8701172	1980.6815186
2146.99	2146.969971	2127.969971	2629.8400879	2006.7342529
2148.02002	2148	2129	2630.8701172	2000.11853
2149.1398926	2149.119873	2130.119873	2631.99	2000.0374756
2151.459961	2151.4399414	2132.4399414	2634.8701172	1611.1046143
2152.3601074	2152.3400879	2133.3400879	2635.99	1607.6168213
2154.01001	2153.99	2134.99	2638.030029	1617.4342041
2155.959961	2155.9399414	2136.9399414	2639.99	1989.706421
2157.99	2157.969971	2138.969971	2642.030029	1990.3132324
2159.01001	2158.99	2139.99	2643.0500488	2000.1271973
2161.969971	2161.9499512	2142.9499512	2646.030029	1986.5550537
2162.99	2162.969971	2143.969971	2647.0500488	1999.65979
2164.01001	2163.99	2144.99	2648.0800781	1980.6815186
2166.969971	2166.9499512	2147.9499512	2651.0500488	1993.25293
2168	2167.97998	2148.97998	2652.0800781	2000.11853
2169.01001	2168.99	2149.99	2653.0900879	2000.1359863
2171.99	2171.969971	2152.969971	2656.0800781	1993.293091
2172.99	2172.969971	2153.969971	2657.0900879	1979.846069
2174.01001	2173.99	2154.99	2658.1101074	2000.1271973
2176.969971	2176.9499512	2157.9499512	2661.0900879	1986.5550537
2177.99	2177.969971	2158.969971	2662.1101074	2000.1271973
2179.01001	2178.99	2159.99	2663.1398926	1981.1401367
2181.969971	2181.9499512	2162.9499512	2666.1101074	1993.0928955
2182.99	2182.969971	2163.969971	2667.1398926	1980.6815186
2184.01001	2183.99	2164.99	2668.1599121	2000.1271973
2186.97998	2186.959961	2167.959961	2671.1398926	1993.2730713
2187.99	2187.969971	2168.969971	2672.1599121	1980.4992676
2189.01001	2188.99	2169.99	2673.1799316	2000.1271973
2191.97998	2191.959961	2172.959961	2676.1599121	1993.2730713
2192.99	2192.969971	2173.969971	2677.1799316	1980.4992676
2194.01001	2193.99	2174.99	2678.2	1999.65979
2196.97998	2196.959961	2177.959961	2681.1799316	1993.2730713
2197.99	2197.969971	2178.969971	2682.2	1980.4992676
2199.01001	2198.99	2179.99	2683.219971	2000.1271973
2202	2201.97998	2182.97998	2686.2	2006.7089844
2203.02002	2203	2184	2687.219971	2000.1271973
2207.030029	2207.01001	2188.01001	2691.219971	2004.9111328
2209.280029	2209.26001	2190.26001	2693.469971	2000.03894
2210.6699219	2210.6499023	2191.6499023	2695.219971	1588.4555664
2212.469971	2212.4499512	2193.4499512	2697.469971	1600.074585
2214.01001	2213.99	2194.99	2699.4099121	1587.6593018
2216.0600586	2216.040039	2197.040039	2701.469971	1990.4
2217.99	2217.969971	2198.969971	2703.4099121	1989.60791
2219.01001	2218.99	2199.99	2704.4299316	2000.1271973
2221.97998	2221.959961	2202.959961	2707.4099121	1993.2730713
2222.99	2222.969971	2203.969971	2708.4299316	1980.4992676
2224.01001	2223.99	2204.99	2709.4499512	1999.65979
2226.97998	2226.959961	2207.959961	2712.4299316	1993.2730713
2227.99	2227.969971	2208.969971	2713.4499512	1980.4992676
2231.969971	2231.9499512	2212.9499512	2717.4499512	1990.015869
2234.01001	2233.99	2214.99	2719.5	1990.1253662
2235.959961	2235.9399414	2216.9399414	2721.4499512	2000.1682129
2238	2237.97998	2218.97998	2723.5	1990.1253662
2239.01001	2238.99	2219.99	2724.51001	2000.1359863
2241.99	2241.969971	2222.969971	2727.5	1993.293091
2242.99	2242.969971	2223.969971	2728.51001	1980.3134766
2244.01001	2243.99	2224.99	2729.530029	1999.65979
2246.969971	2246.9499512	2227.9499512	2732.51001	1986.5550537
2247.99	2247.969971	2228.969971	2733.530029	2000.1271973
2249.01001	2248.99	2229.99	2734.5600586	1980.6815186
2251.969971	2251.9499512	2232.9499512	2737.530029	1993.25293
2252.99	2252.969971	2233.969971	2738.5600586	1980.6815186
2254.01001	2253.99	2234.99	2739.5800781	1999.65979
2256.97998	2256.959961	2237.959961	2742.5600586	1993.2730713
2257.99	2257.969971	2238.969971	2743.5800781	1980.4992676
2259.01001	2258.99	2239.99	2744.6	2000.1271973
2262	2261.97998	2242.97998	2747.5800781	2006.7089844
2263.02002	2263	2244	2748.6	2000.1271973
2264.1398926	2264.119873	2245.119873	2749.719971	2000.0374756
2266.459961	2266.4399414	2247.4399414	2752.6	1610.9713135
2267.3601074	2267.3400879	2248.3400879	2753.719971	1607.6168213
2269.01001	2268.99	2249.99	2755.77002	1609.7213135
2270.959961	2270.9399414	2251.9399414	2757.719971	1999.9237061
2273	2272.97998	2253.97998	2759.77002	1990.3568115
2274.01001	2273.99	2254.99	2760.780029	1999.66394
2277.99	2277.969971	2258.969971	2764.780029	1990.015869
2279.01001	2278.99	2259.99	2765.8100586	1980.6815186
2281.969971	2281.949707	2262.949707	2768.780029	1993.0107422
2282.99	2282.9692383	2263.9692383	2769.8100586	1979.9471436
2284.01001	2283.98877	2264.98877	2770.8300781	1998.918335
2286.99	2286.9677734	2267.9677734	2773.8100586	1999.2496338
2288.01001	2287.9873047	2268.9873047	2774.8300781	1999.38562
2289.1398926	2289.1169434	2270.1169434	2775.959961	1999.28894
2291.459961	2291.4360352	2272.4360352	2778.8300781	1616.1263428
2292.3701172	2292.3459473	2273.3459473	2779.959961	1610.4902344
2294.01001	2293.9851074	2274.9851074	2781.99	1614.9520264
2295.969971	2295.9443359	2276.9443359	2783.959961	1989.2579346
2297.99	2297.963623	2278.963623	2785.99	1989.297729
2299.02002	2298.9934082	2279.9934082	2787.02002	1999.3769531
2301.97998	2301.9521484	2282.9521484	2789.99	1992.5140381
2303	2302.9719238	2283.9719238	2791.02002	1979.9471436
2304.02002	2303.9914551	2284.9914551	2792.040039	1998.918335
2306.99	2306.960449	2287.960449	2795.02002	1992.5340576
2308	2307.969971	2288.969971	2796.040039	1979.7650146
2309.02002	2308.99	2289.99	2797.0600586	2000.1271973
2311.99	2311.959961	2292.959961	2800.040039	1993.2730713
2313	2312.969971	2293.969971	2801.0600586	1980.4992676
2314.02002	2313.99	2294.99	2802.0800781	1999.65979
2317.01001	2316.97998	2297.97998	2805.0600586	2006.7089844
2318.030029	2318	2299	2806.0800781	2000.1271973
2319.1499023	2319.119873	2300.119873	2807.2	2000.0374756
2321.469971	2321.4399414	2302.4399414	2810.0800781	1611.1046143
2322.3798828	2322.3498535	2303.3498535	2811.2	1625.057739
2324.02002	2323.99	2304.99	2813.24	1607.8607178
2325.969971	2325.9399414	2306.9399414	2815.2	1989.9483643
2328	2327.969971	2308.969971	2817.24	1990.0806885
2331.97998	2331.9499512	2312.9499512	2821.24	1990.015869
2334.02002	2333.99	2314.99	2823.290039	1990.1253662
2335.959961	2335.9299316	2316.9299316	2825.24	1989.9007568
2338	2337.969971	2318.969971	2827.290039	1990.1253662
2339.02002	2338.9897461	2319.9897461	2828.3100586	1999.7758789
2342	2341.9692383	2322.9692383	2831.290039	1999.639771
2343.02002	2342.9890137	2323.9890137	2832.3100586	1999.7758789
2344.1499023	2344.1188965	2325.1188965	2833.4399414	1999.679199
2346.459961	2346.4284668	2327.4284668	2836.3100586	1609.3341064
2347.3798828	2347.3481445	2328.3481445	2837.4399414	1628.0880127
2349.02002	2348.9880371	2329.9880371	2839.47998	1607.7662354
2350.969971	2350.9377441	2331.9377441	2841.4399414	1989.3569336
2353	2352.9672852	2333.9672852	2843.47998	1989.9637451
2354.02002	2353.987061	2334.987061	2844.5	1999.3085938
2356.99	2356.956543	2337.956543	2847.47998	1992.9229736
2358.01001	2357.9765625	2338.9765625	2848.5	1999.7758789
2359.02002	2358.9863281	2339.9863281	2849.51001	1999.78479
2361.99	2361.955811	2342.955811	2852.5	1986.2486572
2363	2362.9655762	2343.9655762	2853.51001	1999.78479
2364.02002	2363.9853516	2344.9853516	2854.540039	1979.8753662
2366.97998	2366.9448242	2347.9448242	2857.51001	1992.9029541
2368	2367.9646	2348.9646	2858.540039	1980.3336182
2369.02002	2368.984619	2349.984619	2859.5600586	1999.7758789
2372	2371.9641113	2352.9641113	2862.540039	1999.639771
2373.02002	2372.9838867	2353.9838867	2863.5600586	1999.7758789
2374.1499023	2374.1135254	2355.1135254	2864.6899414	1999.679199
2376.469971	2376.4331055	2357.4331055	2867.5600586	1616.3074951
2377.3798828	2377.3430176	2358.3430176	2868.6899414	1610.3725586
2379.02002	2378.982666	2359.982666	2870.719971	1615.6973877
2380.97998	2380.9423828	2361.9423828	2872.6899414	1989.4053955
2383	2382.9621582	2363.9621582	2874.719971	1989.9196777
2384.030029	2383.9919434	2364.9919434	2875.75	1999.3044434
2386.99	2386.951416	2367.951416	2878.719971	1992.9029541
2388.01001	2387.9711914	2368.9711914	2879.75	1980.3336182
2389.030029	2388.9909668	2369.9909668	2880.77002	1999.7758789
2392	2391.960449	2372.960449	2883.75	1992.9229736
2393.01001	2392.9702148	2373.9702148	2884.77002	1980.151489
2394.030029	2393.9902344	2374.9902344	2885.790039	1999.3085938
2397	2396.959961	2377.959961	2888.77002	1993.1586914
2398.01001	2397.969971	2378.969971	2889.790039	1980.4992676
2399.030029	2398.99	2379.99	2890.8100586	2000.1271973
2402	2401.959961	2382.959961	2893.790039	1993.2730713
2403.01001	2402.969971	2383.969971	2894.8100586	1980.4992676
2406.99	2406.9499512	2387.9499512	2898.8100586	1989.8972168
2409.030029	2408.99	2389.99	2900.8601074	1990.3568115
2410.97998	2410.9399414	2391.9399414	2902.8100586	1999.9237061
2413.02002	2412.97998	2393.97998	2904.8601074	1990.3568115
2414.030029	2413.99	2394.99	2905.8701172	1999.66394
2417.02002	2416.97998	2397.97998	2908.8601074	1999.9885254
2418.030029	2417.99	2398.99	2909.8701172	2000.1359863
2419.1599121	2419.119873	2400.119873	2911	2000.0303955
2421.469971	2421.4299316	2402.4299316	2913.8701172	1609.7504883
2422.3898926	2422.3498535	2403.3498535	2915	1628.3739014
2424.030029	2423.99	2404.99	2917.040039	1607.8607178
2426	2425.959961	2406.959961	2919	2010.37854
2428.0500488	2428.01001	2409.01001	2921.040039	2009.7061768
2429.030029	2428.99	2409.99	2922.02002	2000.1634521
2432.0700684	2432.030029	2413.030029	2925.040039	2013.23877
2433.0600586	2433.02002	2414.02002	2926.02002	2020.5936279
2434.1599121	2434.119873	2415.119873	2927.9499512	1139.7454834
2436.530029	2436.49	2417.49	2930.4399414	1903.675171
2437.4199219	2437.3798828	2418.3798828	2932.3701172	922.0553589
2439.030029	2438.99	2419.99	2935.1699219	1150.1796875
2441.4	2441.3598633	2422.3598633	2936.780029	2943.8674316
2443.7	2443.6599121	2424.6599121	2939.5900879	1637.0446777
2444.030029	2443.99	2424.99	2940.6	653.5039063
2448.3898926	2448.3498535	2429.3498535	2944.01001	2557.2077637
2448.709961	2448.6699219	2429.6699219	2945.02002	633.8356934
2449.030029	2448.99	2429.99	2946.02002	640.0305176
2453.3898926	2453.3498535	2434.3498535	2949.4399414	2549.719971
2453.7	2453.6599121	2434.6599121	2950.4399414	620.162109
2458.209961	2458.1699219	2439.1699219	2954.4399414	2255.0339355
2458.26001	2458.219971	2439.219971	2954.469971	3332.0634766
2458.3798828	2458.3398438	2439.3398438	2954.6101074	1710.1496582
2459.030029	2458.99	2439.99	2955.4199219	1605.4825439
2462.719971	2462.6799316	2443.6799316	2958.3	2562.3735352
2463.709961	2463.6699219	2444.6699219	2958.75	4400.9750977
2464.030029	2463.99	2444.99	2958.99	2666.26416
2468.4	2468.3598633	2449.3598633	2962.3898926	2570.6276855
2468.709961	2468.6699219	2449.6699219	2962.6298828	2585.4472656
2469.030029	2468.99	2449.99	2962.8798828	2559.5119629
2473.3898926	2473.3498535	2454.3498535	2966.27002	2572.1347656
2473.7	2473.6599121	2454.6599121	2966.52002	2479.4660645
2474.030029	2473.99	2454.99	2966.77002	2642.076416
2478.3798828	2478.3396	2459.3396	2970.1599121	2566.1494141
2478.7	2478.659668	2459.659668	2970.4099121	2561.03833
2479.030029	2478.989502	2459.989502	2970.6699219	2537.0358887
2483.3898926	2483.3479	2464.3479	2974.0500488	2578.83252
2483.709961	2483.6679688	2464.6679688	2974.3100586	2460.0991211
2484.030029	2483.987793	2464.987793	2974.5500488	2667.960449
2488.4	2488.3562012	2469.3562012	2977.9499512	2569.70874
2488.709961	2488.6660156	2469.6660156	2978.1899414	2581.956543
2489.1599121	2489.1159668	2470.1159668	2978.5500488	2498.7514648
2493.030029	2492.984619	2473.984619	2981.8300781	2358.8669434
2493.4299316	2493.3842773	2474.3842773	2982.1899414	2222.2827148
2494.030029	2493.984375	2474.984375	2982.719971	2263.6906738
2498.0600586	2498.012939	2479.012939	2985.8300781	2590.590332
2498.709961	2498.6625977	2479.6625977	2986.3601074	2451.564209
2499.030029	2498.9824219	2479.9824219	2986.6101074	2558.5969238
2503.4099121	2503.36084	2484.36084	2990	2583.203369
2503.719971	2503.6706543	2484.6706543	2990.25	2478.579834
2504.040039	2503.9907227	2484.9907227	2990.49	2667.960449
2508.4	2508.3498535	2489.3498535	2993.8898926	2564.3271484
2508.709961	2508.6599121	2489.6599121	2994.1298828	2582.8798828
2509.040039	2508.99	2489.99	2994.3898926	2537.9431152
2513.4	2513.3498535	2494.3498535	2997.77002	2579.7548828
2513.719971	2513.6699219	2494.6699219	2998.030029	2463.2368164
2514.1699219	2514.119873	2495.119873	2998.3898926	2499.64502
2518.4099121	2518.3598633	2499.3598633	3001.6699219	2585.4194336
2518.8601074	2518.8100586	2499.8100586	3002.02002	2570.8046875
2519.3	2519.25	2500.25	3002.3798828	2445.6567383
2523.540039	2523.49	2504.49	3005.6599121	2585.4194336
2523.97998	2523.9299316	2504.9299316	3006.02002	2442.4196777
2524.4299316	2524.3798828	2505.3798828	3006.3798828	2501.3015137
2528.27002	2528.219971	2509.219971	3009.6599121	2341.4008789
2528.6699219	2528.619873	2509.619873	3010.3200684	1211.49292
2529.040039	2528.99	2509.99	3010.959961	1157.2001953
2529.5700684	2529.52002	2510.52002	3011.1699219	5046.7739258
2533.3898926	2533.3398438	2514.3398438	3014.6599121	2189.0290527
2533.790039	2533.74	2514.74	3015.4299316	1039.2172852
2534.040039	2533.99	2514.99	3015.959961	943.3882446
2539.040039	2538.99	2519.99	3019.6398926	2717.3981934
2544.040039	2543.99	2524.99	3023.4099121	2652.6081543
2548.9399414	2548.8898926	2529.8898926	3027.4199219	2443.8647461
2553.8798828	2553.829834	2534.829834	3031.4299316	2463.6879883
2554.6	2554.5500488	2535.5500488	3031.8701172	3272.8061523
2554.8100586	2554.76001	2535.76001	3032.9299316	396.2384644
2557.459961	2557.4099121	2538.4099121	3035.5500488	2022.65625
2559.040039	2558.99	2539.99	3036.6699219	2821.940918
2560.5800781	2560.530029	2541.530029	3038.0900879	2169.0368652
2564.8200684	2564.77002	2545.77002	3041.8200684	2273.41748
2569.040039	2568.99	2549.99	3045.530029	2274.897461
2570.6101074	2570.5600586	2551.5600586	3046.969971	2180.9384766
2574.040039	2573.99	2554.99	3050.1298828	2170.8430176
2578.9199219	2578.869873	2559.869873	3054.3200684	2329.1848145
2579.1699219	2579.119873	2560.119873	3054.6298828	1614.4356689
2583.8100586	2583.76001	2564.76001	3058.8	2225.3894043
2584.3100586	2584.26001	2565.26001	3059.24	2272.1040039
2589.040039	2588.99	2569.99	3062.9299316	2563.8376465
2589.1899414	2589.1398926	2570.1398926	3063.4199219	611.9085083
2589.4399414	2589.3898926	2570.3898926	3064.5900879	427.292572
2594.030029	2593.97998	2574.97998	3068.1699219	2564.3986816
2598.9	2598.8498535	2579.8498535	3072.1201172	2465.5354
2603.790039	2603.74	2584.74	3076.0600586	2482.3867188
2608.9	2608.8498535	2589.8498535	3079.8798828	2675.3613281
2609.030029	2608.97998	2589.97998	3080.030029	1735.4276123
2613.5700684	2613.52002	2594.52002	3083.8898926	2352.35376
2614.01001	2613.959961	2594.959961	3084	7988.0864258
2614.030029	2613.97998	2594.97998	3084.1201172	333.8687744
2619	2618.9499512	2599.9499512	3087.969971	2581.814209
2619.01001	2618.959961	2599.959961	3088.0900879	166.60318
2619.030029	2618.97998	2599.97998	3088.209961	334.5338745
2624.0600586	2624.01001	2605.01001	3092.0600586	2612.8518066
2624.0800781	2624.030029	2605.030029	3092.1799316	333.8687744
2624.5900879	2624.540039	2605.540039	3092.6899414	2000.1271973
2624.74	2624.6899414	2605.6899414	3093.6398926	315.6305237
2628.030029	2627.97998	2608.97998	3096.0900879	2685.496582
2629.030029	2628.97998	2609.97998	3097.0900879	2000.14502
2630.4399414	2630.3898926	2611.3898926	3098.6699219	1784.6989746
2634.1599121	2634.1098633	2615.1098633	3101.790039	2384.6381836
2639.3	2639.25	2620.25	3105.0600586	3143.6711426
2644.030029	2643.97998	2624.97998	3107.6499023	3652.9140625
2644.4299316	2644.3798828	2625.3798828	3108.02002	2160.0927734
2649.030029	2648.97998	2629.97998	3110.5	3709.7111816
2654.040039	2653.9885254	2634.9885254	3113.6699219	3160.2026367
2659.6	2659.546631	2640.546631	3117.24	3113.6955566
2664.040039	2663.9848633	2644.9848633	3119.5700684	3809.6401367
2665.030029	2664.974609	2645.974609	3120.5900879	1940.549561
2669.040039	2668.9831543	2649.9831543	3122.459961	4287.4379883
2679.040039	2678.97998	2659.97998	3128.8200684	3143.5021973
2684.6201172	2684.5600586	2665.5600586	3132.3898926	3126.4418945
2689.040039	2688.97998	2669.97998	3134.9	3521.7507324
2690.1101074	2690.0500488	2671.0500488	3135.74	2547.2146
2694.1699219	2694.1098633	2675.1098633	3137.74	4060.1086426
2699.040039	2698.97998	2679.97998	3140.4399414	3607.3735352
2699.3	2699.24	2680.24	3140.7	2001.0274658
2704.040039	2703.97998	2684.97998	3143.280029	3674.1748047
2709.040039	2708.97998	2689.97998	3146.459961	3144.6274414
2714.040039	2713.97998	2694.97998	3149.6398926	3144.8632813
2719.040039	2718.97998	2699.97998	3152.8200684	3144.3916016
2724.040039	2723.97998	2704.97998	3155.99	3154.7980957
2729.040039	2728.97998	2709.97998	3159.1699219	3144.6274414
2734.1699219	2734.1098633	2715.1098633	3162.3200684	3256.8361816
2739.040039	2738.97998	2719.97998	3164.8701172	3819.8693848
2739.3100586	2739.25	2720.25	3165.01001	3858.75293
2744.040039	2743.97998	2724.97998	3167.4499512	3877.0717773
2749.1699219	2749.1098633	2730.1098633	3170.6699219	3186.1821289
2754.040039	2753.97998	2734.97998	3173.280029	3731.9360352
2754.3	2754.24	2735.24	3173.47998	2599.66626
2759.040039	2758.97998	2739.97998	3176	3761.7709961
2764.040039	2763.97998	2744.97998	3179.1398926	3184.98291
2769.040039	2768.9790039	2749.9790039	3182.290039	3173.710449
2774.1799316	2774.1169434	2755.1169434	3185.530029	3171.8051758
2779.3100586	2779.2453613	2760.2453613	3188.780029	3155.7929688
2784.0500488	2783.9836426	2764.9836426	3191.3200684	3730.82373
2784.4499512	2784.3835449	2765.3835449	3191.6699219	2285.93457
2789.0500488	2788.9819336	2769.9819336	3194.1101074	3768.9396973
2794.0500488	2793.9802246	2774.9802246	3197.25	3183.8835449
2799.0500488	2798.97998	2779.97998	3200.4	3174.4089355
2803.969971	2803.9	2784.9	3204.1699219	2609.959961
2809.0500488	2808.97998	2789.97998	3207.4199219	3126.3139648
2809.0800781	2809.01001	2790.01001	3207.9499512	113.3171387
2809.780029	2809.709961	2790.709961	3208.790039	1666.1793213
2814.0500488	2813.97998	2794.97998	3211.3798828	3297.690918
2818.8898926	2818.8198242	2799.8198242	3215.1499023	2567.4794922
2823.719971	2823.6499023	2804.6499023	3218.9299316	2555.51123
2828.72998	2828.6582031	2809.6582031	3222.3798828	2903.4431152
2833.74	2833.6665039	2814.6665039	3225.8400879	2894.782959
2838.8200684	2838.7446289	2819.7446289	3229.290039	2943.9909668
2843.1599121	2843.0830078	2824.0830078	3232.75	2507.7338867
2843.8	2843.7229	2824.7229	3232.9399414	6735.1772461
2848.6799316	2848.6010742	2829.6010742	3236.709961	2587.794189
2853.9	2853.8198242	2834.8198242	3240.99	2438.768311
2854.0600586	2853.97998	2834.97998	3242.22998	258.3134155
2858.74	2858.6599121	2839.6599121	3245.540039	2827.5793457
2858.9	2858.8198242	2839.8198242	3246.780029	257.9692383
2859.0600586	2858.97998	2839.97998	3248.02002	258.3134155
2863.75	2863.6699219	2844.6699219	3251.3400879	2825.0810547
2863.9099121	2863.829834	2844.829834	3252.5700684	260.0193787
2864.1899414	2864.1098633	2845.1098633	3253.9099121	418.0558777
2869.0600586	2868.97998	2849.97998	3258.1201172	2313.4665527
2869.3200684	2869.24	2850.24	3259.8898926	293.8326721
2873.9	2873.8198242	2854.8198242	3264	2228.57666
2874.0600586	2873.97998	2854.97998	3264.3601074	889.1383057
2878.1298828	2878.0498047	2859.0498047	3268.1101074	2170.6611328
2878.280029	2878.2	2859.2	3268.469971	834.1192017
2878.9499512	2878.869873	2859.869873	3269.3300781	1558.001709
2883.9199219	2883.8383789	2864.8383789	3272.5800781	3057.4960938
2884.0600586	2883.9785156	2864.9785156	3272.9	876.3208618
2884.3300781	2884.2485352	2865.2485352	3273.4399414	999.6936646
2889.1899414	2889.106689	2870.106689	3276.8300781	2865.9223633
2894.0700684	2893.9851074	2874.9851074	3280.040039	3039.6896973
2894.3300781	2894.2451172	2875.2451172	3280.8300781	657.9261475
2899.0700684	2898.9833984	2879.9833984	3283.9399414	3047.4733887
2904.0700684	2903.981689	2884.981689	3287.6499023	2694.4646
2909.0700684	2908.97998	2889.97998	3291.3601074	2694.3044434
2914.0700684	2913.97998	2894.97998	3295.0500488	2710.0239258
2919.2	2919.1098633	2900.1098633	3298.8601074	2692.9021
2924.0700684	2923.97998	2904.97998	3302.0800781	3024.8410645
2924.3300781	2924.24	2905.24	3302.8701172	658.3519287
2929.0700684	2928.97998	2909.97998	3305.97998	3048.2919922
2934.0700684	2933.97998	2914.97998	3309.6799316	2702.6896973
2939.0700684	2938.97998	2919.97998	3313.4	2688.29541
2944.2	2944.107666	2925.107666	3317.2	2698.6540527
2949.0700684	2948.9755859	2929.9755859	3320.4099121	3032.9562988
2949.3400879	2949.2456055	2930.2456055	3321.209961	674.8441772
2954.0800781	2953.9833984	2934.9833984	3324.3200684	3046.731689
2959.0800781	2958.9812012	2939.9812012	3328.030029	2694.2219238
2964.0800781	2963.97998	2944.97998	3331.719971	2709.5102539
2969.0800781	2968.97998	2949.97998	3335.4099121	2710.0239258
2974.51001	2974.4099121	2955.4099121	3339.3898926	2728.6628418
2979.0800781	2978.97998	2959.97998	3342.459961	2977.1306152
2979.77002	2979.6699219	2960.6699219	3343.469971	1366.300293
2980.49	2980.3898926	2961.3898926	3343.8300781	3997.0561523
2984.0800781	2983.97998	2964.97998	3346.469971	2720
2989.0800781	2988.97998	2969.97998	3350.1499023	2717.3981934
2994.0800781	2993.97998	2974.97998	3353.8400879	2709.848877
2999.0800781	2998.9797363	2979.9797363	3357.51001	2724.6135254
3004.209961	3004.1086426	2985.1086426	3361.3	2706.6569824
3009.0800781	3008.9777832	2989.9777832	3364.49	3052.790039
3009.3400879	3009.237793	2990.237793	3365.27002	666.484375
3014.0800781	3013.977051	2994.977051	3368.3500977	3077.4838867
