MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
368.8599854	368.8599854	343.8599854	504.1800232	1534.980957
378.07	378.07	353.07	516.18	1535.0081787
384.21	384.21	359.21	524.18	1534.9907227
387.28	387.28	362.28	528.18	1535.0095215
390.35	390.35	365.35	532.18	1534.9914551
393.4200134	393.4200134	368.4200134	536.18	1535.0097656
396.49	396.49	371.49	540.18	1535.00354
405.7	405.7	380.7	552.18	1535
411.84	411.84	386.84	560.18	1534.9904785
414.91	414.91	389.91	564.18	1535.0102539
417.980011	417.980011	392.980011	568.18	1535.0136719
421.0499878	421.0499878	396.0499878	572.18	1534.9902344
430.26001	430.26001	405.26001	584.18	1535
433.3299866	433.3299866	408.3299866	588.18	1534.9802246
436.4	436.4	411.4	592.18	1535.0107422
439.47	439.47	414.47	596.18	1534.9903564
442.54	442.54	417.54	600.18	1535.0336914
445.6099854	445.6099854	420.6099854	604.18	1534.9801025
457.8900146	457.8900146	432.8900146	620.18	1535
460.96	460.96	435.96	624.18	1534.9798584
464.03	464.03	439.03	628.18	1535.03418
467.1	467.1	442.1	632.18	1534.989624
470.1700134	470.1700134	445.1700134	636.18	1535.0114746
476.31	476.31	451.31	644.18	1534.9901123
482.4500122	482.4500122	457.4500122	652.18	1535
485.519989	485.519989	460.519989	656.18	1535.0137939
488.59	488.59	463.59	660.18	1534.9891357
491.66	491.66	466.66	664.18	1535.0119629
494.730011	494.730011	469.730011	668.18	1534.9890137
497.8	497.8	472.8	672.18	1534.9910889
510.0799866	510.0799866	485.0799866	688.18	1535
513.1500244	513.1500244	488.1500244	692.18	1535.0217285
516.219971	516.219971	491.219971	696.18	1534.9700928
522.3599854	522.3599854	497.3599854	704.18	1535
525.44	525.44	500.44	708.18	1540.0053711
528.51001	528.51001	503.51001	712.18	1535
531.5800171	531.5800171	506.5800171	716.18	1535.0234375
534.6500244	534.6500244	509.6500244	720.18	1535
537.719971	537.719971	512.719971	724.18	1534.9700928
559.210022	559.210022	534.210022	752.18	1535.0037842
562.280029	562.280029	537.280029	756.18	1535
565.3499756	565.3499756	540.3499756	760.18	1534.9700928
574.56	574.56	549.56	772.18	1535
577.63	577.63	552.63	776.18	1535.0234375
589.9099731	589.9099731	564.9099731	792.18	1534.99292
596.0499878	596.0499878	571.0499878	800.18	1535
599.12	599.12	574.12	804.18	1535.0234375
611.4	611.4	586.4	820.18	1535
614.469971	614.469971	589.469971	824.18	1534.9700928
632.8900146	632.8900146	607.8900146	848.18	1535.0043945
639.030029	639.030029	614.030029	856.18	1535
642.1	642.1	617.1	860.18	1534.9700928
645.1699829	645.1699829	620.1699829	864.18	1535.0234375
663.5900269	663.5900269	638.5900269	888.18	1535
666.6599731	666.6599731	641.6599731	892.18	1534.99292
685.0800171	685.0800171	660.0800171	916.18	1535
688.1500244	688.1500244	663.1500244	920.18	1535.0234375
691.219971	691.219971	666.219971	924.18	1534.9700928
709.6400146	709.6400146	684.6400146	948.18	1535
712.710022	712.710022	687.710022	952.18	1535.0234375
715.780029	715.780029	690.780029	956.18	1535
718.8499756	718.8499756	693.8499756	960.18	1534.9700928
721.93	721.93	696.93	964.18	1540.0053711
734.210022	734.210022	709.210022	980.18	1535.0062256
737.280029	737.280029	712.280029	984.18	1535
740.3499756	740.3499756	715.3499756	988.18	1534.9700928
749.56	749.56	724.56	1000.18	1535
752.63	752.63	727.63	1004.1799316	1535.0234375
755.7	755.7	730.7	1008.18	1534.9776611
758.77002	758.77002	733.77002	1012.18	1535.0234375
761.8400269	761.8400269	736.8400269	1016.1800537	1534.9776611
764.9099731	764.9099731	739.9099731	1020.18	1534.99292
767.97998	767.97998	742.97998	1024.1800537	1534.9776611
771.0499878	771.0499878	746.0499878	1028.1800537	1535.0234375
774.12	774.12	749.12	1032.1800537	1534.9776611
777.19	777.19	752.19	1036.1800537	1535.0234375
780.26001	780.26001	755.26001	1040.1800537	1534.9776611
783.3300171	783.3300171	758.3300171	1044.1800537	1535.0234375
786.4	786.4	761.4	1048.1800537	1534.9776611
789.469971	789.469971	764.469971	1052.1800537	1534.99292
792.539978	792.539978	767.539978	1056.1800537	1535.0234375
795.6099854	795.6099854	770.6099854	1060.1800537	1534.9776611
798.68	798.68	773.68	1064.1800537	1535.0234375
801.75	801.75	776.75	1068.1800537	1534.9776611
804.82	804.82	779.82	1072.1800537	1535.0234375
807.8900146	807.8900146	782.8900146	1076.1800537	1534.9776611
814.030029	814.030029	789.030029	1084.1800537	1535.0234375
817.1	817.1	792.1	1088.1800537	1534.9471436
820.1699829	820.1699829	795.1699829	1092.1800537	1535.0234375
823.24	823.24	798.24	1096.1800537	1534.9776611
826.31	826.31	801.31	1100.1800537	1535.0234375
829.38	829.38	804.38	1104.1800537	1534.9776611
835.52002	835.52002	810.52002	1112.1800537	1535.0234375
838.5900269	838.5900269	813.5900269	1116.1800537	1534.9776611
844.72998	844.72998	819.72998	1124.1800537	1534.9853516
850.87	850.87	825.87	1132.1800537	1535
853.94	853.94	828.94	1136.1800537	1535.0234375
857.01001	857.01001	832.01001	1140.1800537	1534.9776611
863.1500244	863.1500244	838.1500244	1148.1800537	1535.0234375
866.219971	866.219971	841.219971	1152.1800537	1534.9471436
869.289978	869.289978	844.289978	1156.1800537	1535.0234375
872.3599854	872.3599854	847.3599854	1160.1800537	1534.9776611
875.43	875.43	850.43	1164.1800537	1535.0234375
878.5	878.5	853.5	1168.1800537	1534.9776611
884.6400146	884.6400146	859.6400146	1176.1800537	1535.0234375
887.710022	887.710022	862.710022	1180.1800537	1534.9776611
890.780029	890.780029	865.780029	1184.1800537	1535.0234375
893.8499756	893.8499756	868.8499756	1188.1800537	1534.9471436
896.9199829	896.9199829	871.9199829	1192.1800537	1535.0234375
899.99	899.99	874.99	1196.1800537	1534.9776611
906.13	906.13	881.13	1204.1800537	1535.0234375
909.2	909.2	884.2	1208.1800537	1534.9776611
915.3400269	915.3400269	890.3400269	1216.1800537	1535
918.4099731	918.4099731	893.4099731	1220.1800537	1534.99292
921.47998	921.47998	896.47998	1224.1800537	1534.9776611
927.62	927.62	902.62	1232.1800537	1535.0234375
930.69	930.69	905.69	1236.1800537	1534.9776611
933.76001	933.76001	908.76001	1240.1800537	1535.0234375
936.8300171	936.8300171	911.8300171	1244.1800537	1534.9776611
939.9	939.9	914.9	1248.1800537	1535.0234375
942.969971	942.969971	917.969971	1252.1800537	1534.9471436
949.1099854	949.1099854	924.1099854	1260.1800537	1535.0234375
952.18	952.18	927.18	1264.1800537	1534.9776611
955.25	955.25	930.25	1268.1800537	1535.0234375
958.32	958.32	933.32	1272.1800537	1534.9776611
961.4	961.4	936.4	1276.1800537	1540.02832
964.469971	964.469971	939.469971	1280.1800537	1534.9471436
967.539978	967.539978	942.539978	1284.1800537	1535.0234375
970.6099854	970.6099854	945.6099854	1288.1800537	1534.9776611
973.68	973.68	948.68	1292.1800537	1535.0234375
979.82	979.82	954.82	1300.1800537	1535
982.8900146	982.8900146	957.8900146	1304.1800537	1535.0234375
985.960022	985.960022	960.960022	1308.1800537	1534.9776611
989.030029	989.030029	964.030029	1312.1800537	1535.0234375
992.1	992.1	967.1	1316.1800537	1534.9471436
998.24	998.24	973.24	1324.1800537	1535.0234375
1001.31	1001.31	976.31	1328.1800537	1534.9776611
1004.38	1004.38	979.38	1332.1800537	1535.0234375
1007.4500122	1007.4500122	982.4500122	1336.1800537	1534.9776611
1010.52002	1010.52002	985.52002	1340.1800537	1535.0234375
1013.5900269	1013.5900269	988.5900269	1344.1800537	1534.9776611
1016.6599731	1016.6599731	991.6599731	1348.1800537	1534.99292
1022.8	1022.8	997.8	1356.1800537	1535
1025.87	1025.87	1000.87	1360.1800537	1535.0234375
1028.9399414	1028.9399414	1003.9399414	1364.1800537	1534.9471436
1035.0799561	1035.0799561	1010.0799561	1372.1800537	1535
1041.219971	1041.219971	1016.219971	1380.1800537	1535.0234375
1044.290039	1044.290039	1019.290039	1384.1800537	1535.0081787
1047.3599854	1047.3599854	1022.3599854	1388.1800537	1534.99292
1050.4300537	1050.4300537	1025.4300537	1392.1800537	1535.0081787
1053.5	1053.5	1028.5	1396.1800537	1534.99292
1056.5699463	1056.5699463	1031.5699463	1400.1800537	1534.9471436
1059.6400146	1059.6400146	1034.6400146	1404.1800537	1535.0539551
1062.709961	1062.709961	1037.709961	1408.1800537	1534.99292
1065.780029	1065.780029	1040.780029	1412.1800537	1535.0081787
1068.8499756	1068.8499756	1043.8499756	1416.1800537	1534.99292
1071.9200439	1071.9200439	1046.9200439	1420.1800537	1535.0081787
1074.99	1074.99	1049.99	1424.1800537	1534.99292
1078.0600586	1078.0600586	1053.0600586	1428.1800537	1535.0081787
1084.2	1084.2	1059.2	1436.1800537	1534.99292
1087.27002	1087.27002	1062.27002	1440.1800537	1535.0081787
1090.3399658	1090.3399658	1065.3399658	1444.1800537	1534.99292
1093.4100342	1093.4100342	1068.4100342	1448.1800537	1535.0081787
1096.47998	1096.47998	1071.47998	1452.1800537	1534.99292
1099.5500488	1099.5500488	1074.5500488	1456.1800537	1535.0081787
1102.62	1102.62	1077.62	1460.1800537	1534.99292
1105.6899414	1105.6899414	1080.6899414	1464.1800537	1534.9471436
1108.76001	1108.76001	1083.76001	1468.1800537	1535.0539551
1111.8299561	1111.8299561	1086.8299561	1472.1800537	1534.99292
1114.9	1114.9	1089.9	1476.1800537	1535.0081787
1117.969971	1117.969971	1092.969971	1480.1800537	1534.99292
1121.040039	1121.040039	1096.040039	1484.1800537	1535.0081787
1124.1099854	1124.1099854	1099.1099854	1488.1800537	1534.99292
1127.1800537	1127.1800537	1102.1800537	1492.1800537	1535.0081787
1133.3199463	1133.3199463	1108.3199463	1500.1800537	1534.99292
1136.3900146	1136.3900146	1111.3900146	1504.1800537	1535.0081787
1139.459961	1139.459961	1114.459961	1508.1800537	1534.99292
1142.530029	1142.530029	1117.530029	1512.1800537	1535.0081787
1148.6700439	1148.6700439	1123.6700439	1520.1800537	1535
1151.74	1151.74	1126.74	1524.1800537	1534.99292
1154.8100586	1154.8100586	1129.8100586	1528.1800537	1535.0539551
1157.88	1157.88	1132.88	1532.1800537	1534.9471436
1164.02002	1164.02002	1139.02002	1540.1800537	1535
1167.0899658	1167.0899658	1142.0899658	1544.1800537	1534.99292
1179.37	1179.37	1154.37	1560.1800537	1535
1182.4399414	1182.4399414	1157.4399414	1564.1800537	1534.99292
1185.51001	1185.51001	1160.51001	1568.1800537	1535.0081787
1188.5799561	1188.5799561	1163.5799561	1572.1800537	1534.99292
1191.6500244	1191.6500244	1166.6500244	1576.1800537	1535.0081787
1194.719971	1194.719971	1169.719971	1580.1800537	1534.99292
1197.790039	1197.790039	1172.790039	1584.1800537	1535.0539551
1200.8599854	1200.8599854	1175.8599854	1588.1800537	1534.9471436
1203.9300537	1203.9300537	1178.9300537	1592.1800537	1535.0539551
1207	1207	1182	1596.1800537	1534.9471436
1210.0699463	1210.0699463	1185.0699463	1600.1800537	1534.99292
1213.1400146	1213.1400146	1188.1400146	1604.1800537	1535.0081787
1219.280029	1219.280029	1194.280029	1612.1800537	1535.0234375
1222.3499756	1222.3499756	1197.3499756	1616.1800537	1534.9471436
1225.4200439	1225.4200439	1200.4200439	1620.1800537	1535.0539551
1228.49	1228.49	1203.49	1624.1800537	1534.9471436
1234.63	1234.63	1209.63	1632.1800537	1535
1237.709961	1237.709961	1212.709961	1636.1800537	1539.9978027
1240.780029	1240.780029	1215.780029	1640.1800537	1535.0081787
1243.8499756	1243.8499756	1218.8499756	1644.1800537	1534.99292
1246.9200439	1246.9200439	1221.9200439	1648.1800537	1535.0539551
1249.99	1249.99	1224.99	1652.1800537	1534.9471436
1253.0600586	1253.0600586	1228.0600586	1656.1800537	1535.0539551
1256.13	1256.13	1231.13	1660.1800537	1534.9471436
1262.27002	1262.27002	1237.27002	1668.1800537	1535
1265.3399658	1265.3399658	1240.3399658	1672.1800537	1534.99292
1268.4100342	1268.4100342	1243.4100342	1676.1800537	1535.0539551
1271.47998	1271.47998	1246.47998	1680.1800537	1534.9471436
1277.62	1277.62	1252.62	1688.1800537	1535
1280.6899414	1280.6899414	1255.6899414	1692.1800537	1534.99292
1283.76001	1283.76001	1258.76001	1696.1800537	1535.0081787
1286.8299561	1286.8299561	1261.8299561	1700.1800537	1534.99292
1289.9	1289.9	1264.9	1704.1800537	1535.0539551
1292.969971	1292.969971	1267.969971	1708.1800537	1534.9471436
1296.040039	1296.040039	1271.040039	1712.1800537	1535.0539551
1299.1099854	1299.1099854	1274.1099854	1716.1800537	1534.9471436
1302.1800537	1302.1800537	1277.1800537	1718.9200439	2241.0024414
1305.25	1305.25	1280.25	1722.02002	1980.5865479
1308.3199463	1308.3199463	1283.3199463	1725.1400146	1967.9486084
1311.3900146	1311.3900146	1286.3900146	1728.25	1974.2879639
1314.459961	1314.459961	1289.459961	1731.3499756	1980.66272
1317.530029	1317.530029	1292.530029	1734.459961	1974.2879639
1320.6	1320.6	1295.6	1737.5799561	1967.9486084
1323.6700439	1323.6700439	1298.6700439	1740.6800537	1980.5891113
1326.74	1326.74	1301.74	1743.790039	1974.2851563
1329.8100586	1329.8100586	1304.8100586	1746.9100342	1968.0268555
1333.76001	1333.76001	1308.76001	1750.9100342	1974.9421387
1335.9499512	1335.9499512	1310.9499512	1753.12	1981.9354248
1337.709961	1337.709961	1312.709961	1754.9100342	1966.4400635
1339.02002	1339.02002	1314.02002	1756.24	1969.9862061
1342.0899658	1342.0899658	1317.0899658	1759.3399658	1980.66272
1345.1600342	1345.1600342	1320.1600342	1762.4499512	1974.2879639
1348.22998	1348.22998	1323.22998	1765.5699463	1967.9486084
1351.3	1351.3	1326.3	1768.6700439	1980.5891113
1355.4	1355.4	1330.4	1772.6700439	2050.01416
1355.77002	1355.77002	1330.77002	1773.040039	1999.835083
1357.4399414	1357.4399414	1332.4399414	1775.26001	1504.4914551
1359.290039	1359.290039	1334.290039	1776.6700439	2624.0161133
1360.25	1360.25	1335.25	1777.4100342	2594.7272949
1360.51001	1360.51001	1335.51001	1778.37	541.6912842
1364.6099854	1364.6099854	1339.6099854	1782.37	2050.01416
1364.97998	1364.97998	1339.97998	1782.74	1999.835083
1366.6500244	1366.6500244	1341.6500244	1784.959961	1504.60144
1368.5	1368.5	1343.5	1786.37	2623.8430176
1369.459961	1369.459961	1344.459961	1787.1	2630.32373
1369.719971	1369.719971	1344.719971	1788.0699463	536.0993042
1372.790039	1372.7890625	1347.7890625	1791.1700439	1980.0646973
1375.8599854	1375.8580322	1350.8580322	1794.290039	1967.2169189
1378.9300537	1378.927124	1353.927124	1797.4	1973.7049561
1382	1381.9959717	1356.9959717	1800.5	1979.925659
1385.0799561	1385.0749512	1360.0749512	1803.6099854	1980.0616455
1388.1500244	1388.143921	1363.143921	1806.72998	1967.2950439
1391.219971	1391.212891	1366.212891	1809.8299561	1980.0018311
1394.290039	1394.2819824	1369.2819824	1812.9399414	1973.7049561
1397.3599854	1397.35083	1372.35083	1816.0600586	1967.1417236
1400.4300537	1400.4200439	1375.4200439	1819.1600342	1980.1730957
1404.38	1404.37	1379.37	1823.1600342	1974.9421387
1406.5699463	1406.5599365	1381.5599365	1825.38	1972.9953613
1408.3299561	1408.3199463	1383.3199463	1827.1600342	1977.502319
1409.6400146	1409.63	1384.63	1828.49	1969.9862061
1412.709961	1412.7	1387.7	1831.6	1974.2851563
1415.780029	1415.77002	1390.77002	1834.709961	1974.2879639
1418.8499756	1418.8399658	1393.8399658	1837.8199463	1974.2851563
1421.9200439	1421.9100342	1396.9100342	1840.9300537	1974.2124023
1424.99	1424.97998	1399.97998	1844.040039	1974.2851563
1428.0600586	1428.0500488	1403.0500488	1847.1500244	1974.3636475
1431.13	1431.12	1406.12	1850.26001	1974.2094727
1434.2	1434.1899414	1409.1899414	1853.37	1974.2851563
1437.27002	1437.26001	1412.26001	1856.47998	1974.2879639
1440.3399658	1440.3299561	1415.3299561	1859.5899658	1974.2851563
1443.4100342	1443.4	1418.4	1862.7	1974.2879639
1446.47998	1446.469971	1421.469971	1865.8100586	1974.2094727
1449.5500488	1449.540039	1424.540039	1868.9200439	1974.2879639
1453.5	1453.49	1428.49	1872.9200439	1975
1455.6899414	1455.6799316	1430.6799316	1875.1400146	1972.8894043
1457.4499512	1457.4394531	1432.4394531	1876.9200439	1977.0522461
1458.76001	1458.7490234	1433.7490234	1878.25	1969.2819824
1461.8399658	1461.827881	1436.827881	1881.3499756	1986.4104
1464.9100342	1464.896851	1439.896851	1884.469971	1967.2481689
1467.97998	1467.9656982	1442.9656982	1887.5799561	1973.5793457
1471.0500488	1471.034668	1446.034668	1890.6800537	1979.8811035
1474.12	1474.1035156	1449.1035156	1893.8	1967.2451172
1477.1899414	1477.1723633	1452.1723633	1896.9100342	1973.5037842
1480.26001	1480.241333	1455.241333	1900.01001	1980.0333252
1484.3599854	1484.3398438	1459.3398438	1904.01001	2049.2202148
1484.74	1484.7197266	1459.7197266	1904.38	2053.8654785
1486.4100342	1486.38916	1461.38916	1906.6	1503.9827881
1488.26001	1488.2385254	1463.2385254	1908.01001	2623.1269531
1489.219971	1489.19812	1464.19812	1908.75	2593.3818359
1489.47998	1489.4580078	1464.4580078	1909.709961	541.56488
1493.5799561	1493.5565186	1468.5565186	1913.709961	2049.2202148
1493.9499512	1493.9263916	1468.9263916	1914.0799561	1999.7644043
1495.62	1495.5958252	1470.5958252	1916.3	1503.9019775
1497.469971	1497.44519	1472.44519	1917.709961	2623.3486328
1498.4300537	1498.4049072	1473.4049072	1918.4399414	2629.28833
1498.6899414	1498.6646729	1473.6646729	1919.4100342	535.6560669
1501.76001	1501.7336426	1476.7336426	1922.52002	1973.5822754
1504.8299561	1504.80249	1479.80249	1925.63	1973.5793457
1508.9300537	1508.901123	1483.901123	1929.63	2049.28125
1509.3	1509.2709961	1484.2709961	1930	1999.7644043
1510.969971	1510.9403076	1485.9403076	1932.219971	1503.8728027
1512.8299561	1512.8	1487.8	1933.63	2637.7407227
1513.790039	1513.76001	1488.76001	1934.3599854	2630.2285156
1514.0500488	1514.02002	1489.02002	1935.3299561	536.1652222
1518.1500244	1518.12	1493.12	1939.3299561	2049.953125
1518.52002	1518.49	1493.49	1939.6899414	2055.4597168
1520.1899414	1520.1599121	1495.1599121	1941.9200439	1497.6553955
1522.040039	1522.01001	1497.01001	1943.3299561	2624.459961
1523	1522.969971	1497.969971	1944.0600586	2629.4648438
1523.26001	1523.22998	1498.22998	1945.02002	541.7585449
1526.3299561	1526.3	1501.3	1948.13	1974.2094727
1529.4	1529.37	1504.37	1951.25	1968.0268555
1532.469971	1532.4399414	1507.4399414	1954.3499756	1980.5865479
1535.540039	1535.51001	1510.51001	1957.459961	1974.3636475
1539.6400146	1539.6099854	1514.6099854	1961.459961	2049.953125
1540.02002	1539.99	1514.99	1961.8299561	2054.561279
1543.74	1543.7086182	1518.7086182	1965.459961	2048.814209
1544.49	1544.458374	1519.458374	1966.1899414	2053.9538574
1544.75	1544.7182617	1519.7182617	1967.1600342	535.9076538
1547.3900146	1547.3573	1522.3573	1969.8299561	1976.8835449
1547.8199463	1547.787109	1522.787109	1970.26001	1998.46936
1548.969971	1548.9367676	1523.9367676	1970.5600586	7662.8168945
1550.8900146	1550.856079	1525.856079	1973.38	1361.2967529
1553.959961	1553.9249268	1528.9249268	1976.49	1973.5037842
1557.030029	1556.9938965	1531.9938965	1979.5899658	1980.0333252
1560.1	1560.0627441	1535.0627441	1982.709961	1967.1699219
1563.1800537	1563.1417236	1538.1417236	1985.8199463	1980.0928955
1566.25	1566.2105713	1541.2105713	1988.9200439	1979.8023682
1569.3199463	1569.2799072	1544.2799072	1992.040039	1967.5476074
1573.4300537	1573.3900146	1548.3900146	1996.040039	2055.0800781
1573.8	1573.76001	1548.76001	1996.4100342	1999.835083
1575.459961	1575.4199219	1550.4199219	1998.62	1502.168579
1577.3199463	1577.2799072	1552.2799072	2000.040039	2619.6589355
1578.27002	1578.22998	1553.22998	2000.7701416	2602.8059082
1578.530029	1578.49	1553.49	2001.74	536.1652222
1581.6	1581.5599365	1556.5599365	2004.8398438	1980.66272
1584.6700439	1584.63	1559.63	2007.9500732	1974.2124023
1588.77002	1588.72998	1563.72998	2011.9500732	2050.01416
1589.1400146	1589.1	1564.1	2012.3200684	1999.835083
1590.8100586	1590.77002	1565.77002	2014.539917	1504.60144
1592.6600342	1592.62	1567.62	2015.9499512	2624.0649414
1593.62	1593.5799561	1568.5799561	2016.6800537	2629.8942871
1593.88	1593.8399658	1568.8399658	2017.6501465	536.0334473
1596.9499512	1596.9099121	1571.9099121	2020.76001	1974.2851563
1600.02002	1599.9788818	1574.9788818	2023.87	1973.6694336
1603.0899658	1603.047729	1578.047729	2026.97998	1973.5793457
1606.1600342	1606.116699	1581.116699	2030.0898438	1973.6578369
1609.22998	1609.1855469	1584.1855469	2033.2	1973.428101
1612.3	1612.2545166	1587.2545166	2036.3099365	1973.6578369
1615.38	1615.333374	1590.333374	2039.4101563	1986.2575684
1618.4499512	1618.4022217	1593.4022217	2042.530029	1967.2451172
1622.5600586	1622.5108643	1597.5108643	2046.530029	2054.345459
1622.9300537	1622.8807373	1597.8807373	2046.9	1999.1201172
1624.5899658	1624.540039	1599.540039	2049.1101074	1501.550659
1626.4499512	1626.4	1601.4	2050.530029	2619.892334
1627.4	1627.3499756	1602.3499756	2051.26001	2602.8059082
1627.6600342	1627.6099854	1602.6099854	2052.22998	536.1652222
1630.72998	1630.6799316	1605.6799316	2055.3300781	1980.510376
1633.8	1633.75	1608.75	2058.4399414	1974.3636475
1636.87	1636.8199463	1611.8199463	2061.5600586	1967.7982178
1640.97998	1640.9299316	1615.9299316	2065.5600586	2055.019043
1641.3499756	1641.3	1616.3	2065.9199219	2056.8217773
1643.01001	1642.959961	1617.959961	2068.1398926	1495.583252
1644.87	1644.8199463	1619.8199463	2069.5600586	2619.2189941
1645.8199463	1645.7698975	1620.7698975	2070.290039	2602.47168
1646.0799561	1646.0299072	1621.0299072	2071.25	541.7585449
1650.1899414	1650.1398926	1625.1398926	2075.25	2055.019043
1650.5600586	1650.51001	1625.51001	2075.6201172	1999.206665
1652.219971	1652.1699219	1627.1699219	2077.8300781	1502.2496338
1654.0799561	1654.029541	1629.029541	2079.25	2619.11499
1655.030029	1654.979248	1629.979248	2079.99	2567.4968262
1655.290039	1655.2391357	1630.2391357	2080.9499512	541.43042
1658.3599854	1658.3079834	1633.3079834	2084.0600586	1973.5793457
1661.4300537	1661.3769531	1636.3769531	2087.1599121	1980.0333252
1664.51001	1664.455811	1639.455811	2090.280029	1973.508667
1667.5799561	1667.5246582	1642.5246582	2093.3898926	1973.5793457
1670.6500244	1670.5936279	1645.5936279	2096.49	1980.0333252
1673.719971	1673.6624756	1648.6624756	2099.6101074	1967.0948486
1676.790039	1676.7314453	1651.7314453	2102.719971	1973.6578369
1679.8599854	1679.800293	1654.800293	2105.8200684	1979.8023682
1682.9300537	1682.8692627	1657.8692627	2108.9399414	1967.479126
1686	1685.9382324	1660.9382324	2112.040039	1979.8109131
1689.0699463	1689.00708	1664.00708	2115.1499023	1973.5880127
1692.1500244	1692.08606	1667.08606	2118.26001	1980.10144
1695.219971	1695.1549072	1670.1549072	2121.3701172	1973.4367676
1698.290039	1698.223877	1673.223877	2124.47998	1973.6665039
1701.3599854	1701.2927246	1676.2927246	2127.5900879	1973.4367676
1704.4300537	1704.3616943	1679.3616943	2130.7	1973.817749
1707.5	1707.430542	1682.430542	2133.8100586	1973.4367676
1710.5699463	1710.5	1685.5	2136.9199219	1973.94458
1713.6400146	1713.5700684	1688.5700684	2140.030029	1974.2124023
1717.75	1717.6800537	1692.6800537	2144.030029	2055.019043
1718.12	1718.0500488	1693.0500488	2144.4	2001.12439
1719.780029	1719.710083	1694.710083	2146.6101074	1502.197998
1721.6400146	1721.5700684	1696.5700684	2148.030029	2619.6589355
1722.5899658	1722.52002	1697.52002	2148.77002	2567.2578125
1722.8499756	1722.780029	1697.780029	2149.72998	541.7585449
1725.9200439	1725.8500977	1700.8500977	2152.8400879	1974.2124023
1728.99	1728.9200439	1703.9200439	2155.9399414	1980.66272
1732.0600586	1731.9901123	1706.9901123	2159.0600586	1968.0268555
1735.13	1735.0600586	1710.0600586	2162.1699219	1974.2851563
1738.2	1738.1298828	1713.1298828	2165.27002	1980.4642334
1741.27002	1741.1988525	1716.1988525	2168.3898926	1967.4737549
1744.3499756	1744.27771	1719.27771	2171.5	1979.8625488
1747.4200439	1747.34668	1722.34668	2174.6	1979.8811035
