MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
116.2	116.2	91.2	1266.49	5700.0664063
139	139	114	1274.49	5699.9902344
150.4	150.4	125.4	1278.49	5700.0722656
161.8	161.8	136.8	1282.49	5699.90918
173.2	173.2	148.2	1286.49	5700.0644531
184.6	184.6	159.6	1290.49	5699.90918
196	196	171	1294.49	5700.0727539
207.4	207.4	182.4	1298.49	5699.902832
218.8	218.8	193.8	1302.49	5700.07959
230.2	230.2	205.2	1306.49	5700.0620117
241.6	241.6	216.6	1310.49	5699.90918
253	253	228	1314.49	5700.0732422
264.4	264.4	239.4	1318.49	5699.9038086
275.8	275.8	250.8	1322.49	5700.0673828
287.2	287.2	262.2	1326.49	5699.9155273
298.6	298.6	273.6	1330.49	5700.0668945
310	310	285	1334.49	5700.07373
321.4	321.4	296.4	1338.49	5699.9042969
332.8	332.8	307.8	1342.49	5700.0664063
344.2	344.2	319.2	1346.49	5699.9155273
355.6	355.6	330.6	1350.49	5700.065918
367	367	342	1354.49	5699.9047852
378.4	378.4	353.4	1358.49	5700.074707
389.8	389.8	364.8	1362.49	5700.065918
401.2	401.2	376.2	1366.49	5699.9155273
412.6	412.6	387.6	1370.49	5700.06543
424	424	399	1374.49	5699.9052734
435.4	435.4	410.4	1378.49	5700.0756836
446.8	446.8	421.8	1382.49	5699.89502
458.2	458.2	433.2	1386.49	5700.085449
469.6	469.6	444.6	1390.49	5700.0644531
481	481	456	1394.49	5699.90625
492.4	492.4	467.4	1398.49	5700.0761719
503.8	503.8	478.8	1402.49	5699.8945313
515.2	515.2	490.2	1406.49	5700.085449
526.6	526.6	501.6	1410.49	5699.8852539
538	538	513	1414.49	5700.085449
549.4	549.4	524.4	1418.49	5700.085449
560.8	560.8	535.8	1422.49	5699.8852539
572.2	572.2	547.2	1426.49	5700.085449
583.6	583.6	558.6	1430.49	5699.8852539
595	595	570	1434.49	5700.085449
606.4	606.4	581.4	1438.49	5699.9155273
617.8	617.8	592.8	1442.49	5700.0551758
629.2	629.2	604.2	1446.49	5699.9155273
640.6	640.6	615.6	1450.49	5700.0551758
652	652	627	1454.49	5700.085449
663.4	663.4	638.4	1458.49	5699.9155273
674.8	674.8	649.8	1462.49	5700.0551758
686.2	686.2	661.2	1466.49	5699.9155273
697.6	697.6	672.6	1470.49	5700.0551758
709	709	684	1474.49	5699.9155273
720.4	720.4	695.4	1478.49	5700.085449
731.8	731.8	706.8	1482.49	5700.0551758
743.2	743.2	718.2	1486.49	5699.9155273
754.6	754.6	729.6	1490.49	5700.0551758
766	766	741	1494.49	5699.9155273
777.4	777.4	752.4	1498.49	5700.085449
788.8	788.8	763.8	1502.49	5699.8852539
800.2	800.2	775.2	1506.49	5700.085449
811.6	811.6	786.6	1510.49	5700.0551758
823	823	798	1514.49	5699.9155273
834.4	834.4	809.4	1518.49	5700.085449
845.8	845.8	820.8	1522.49	5699.8852539
857.2	857.2	832.2	1526.49	5700.085449
868.6	868.6	843.6	1530.49	5699.8852539
880	880	855	1534.49	5700.085449
891.4	891.4	866.4	1538.49	5700.085449
914.2	914.2	889.2	1546.49	5699.9853516
937	937	912	1554.49	5699.9853516
948.4	948.4	923.4	1558.49	5699.9155273
959.8	959.8	934.8	1562.49	5700.0551758
982.6	982.6	957.6	1570.49	5699.9853516
994	994	969	1574.49	5700.085449
1005.4	1005.4	980.4	1578.49	5699.9155273
1016.8	1016.8	991.8	1582.49	5700.0551758
1028.2	1028.2	1003.2	1586.49	5699.8852539
1039.6	1039.6	1014.6	1590.49	5700.085449
1051	1051	1026	1594.49	5700.085449
1062.4	1062.4	1037.4	1598.49	5699.9155273
1073.8	1073.8	1048.8	1602.49	5700.085449
1085.2	1085.2	1060.2	1606.49	5699.8544922
1096.6	1096.6	1071.6	1610.49	5700.085449
1108	1108	1083	1614.49	5699.9155273
1119.4	1119.4	1094.4	1618.49	5700.085449
1130.8	1130.8	1105.8	1622.49	5699.9155273
1142.2	1142.2	1117.2	1626.49	5700.0244141
1153.6	1153.6	1128.6	1630.49	5700.085449
1165	1165	1140	1634.49	5699.9155273
1176.4	1176.4	1151.4	1638.49	5700.085449
1187.8	1187.8	1162.8	1642.49	5699.9155273
1199.2	1199.2	1174.2	1646.49	5700.0244141
1210.6	1210.6	1185.6	1650.49	5699.9155273
1222	1222	1197	1654.49	5700.085449
1233.4	1233.4	1208.4	1658.49	5700.085449
1244.8	1244.8	1219.8	1662.49	5699.9155273
1256.2	1256.2	1231.2	1666.49	5700.0244141
1267.6	1267.6	1242.6	1670.49	5699.9155273
1267.62	1267.62	1242.62	1670.49	4285.0893555
1276.1700439	1276.1700439	1251.1700439	1674.49	4275.07959
1276.1800537	1276.1800537	1251.1800537	1674.49	4304.9
1278.99	1278.99	1253.99	1675.8	4289.619141
1279.01001	1279.01001	1254.01001	1678.49	14.8846445
1285.540039	1285.540039	1260.540039	1682.49	3265.056641
1287.5899658	1287.5899658	1262.5899658	1683.74	3279.8078613
1290.37	1290.37	1265.37	1685.040039	4277.0429688
1290.4	1290.4	1265.4	1686.3599854	45.498779
1290.4200439	1290.4200439	1265.4200439	1687.6800537	30.3325214
1290.540039	1290.540039	1265.540039	1687.74	4002.35376
1298.4200439	1298.4200439	1273.4200439	1691.6800537	3999.8955078
1299.3599854	1299.3599854	1274.3599854	1692.1500244	4000.4060059
1301.77002	1301.77002	1276.77002	1694.290039	2252.320801
1301.8199463	1301.8199463	1276.8199463	1695.62	75.0835419
1301.99	1301.99	1276.99	1695.6800537	5660.4443359
1310.76001	1310.76001	1285.76001	1698.8100586	5603.7060547
1318.4399414	1318.4399414	1293.4399414	1701.5500488	5605.9814453
1318.459961	1318.459961	1293.459961	1701.5899658	1002.6029663
1318.74	1318.74	1293.74	1701.719971	4306.2436523
1318.77002	1318.77002	1293.77002	1701.76001	1499.4285889
1318.790039	1318.790039	1293.790039	1701.8100586	801.603821
1318.8199463	1318.8199463	1293.8199463	1701.8599854	1197.5179443
1318.9	1318.9	1293.9	1701.9200439	2665.6508789
1318.9200439	1318.9200439	1293.9200439	1701.959961	1002.6029663
1318.969971	1318.969971	1293.969971	1702.01001	1994.3619385
1319.1	1319.1	1294.1	1702.1800537	1529.537109
1319.12	1319.12	1294.12	1702.22998	801.603821
1319.22998	1319.22998	1294.22998	1702.3100586	2745.9047852
1319.25	1319.25	1294.25	1702.3499756	1002.6029663
1319.4300537	1319.4300537	1294.4300537	1702.5600586	1714.4154053
1319.4499512	1319.4499512	1294.4499512	1702.6	996.489563
1319.5600586	1319.5600586	1294.5600586	1702.6700439	3141.6599121
1319.72998	1319.72998	1294.72998	1702.77002	3401.9284668
1319.8100586	1319.8100586	1294.8100586	1702.9100342	1143.394043
1319.8599854	1319.8599854	1294.8599854	1702.959961	1999.1217041
1319.959961	1319.959961	1294.959961	1703.1400146	1110.8026123
1320.01001	1320.01001	1295.01001	1703.1899414	2004.0095215
1320.0899658	1320.0899658	1295.0899658	1703.3299561	1142.6235352
1320.1099854	1320.1099854	1295.1099854	1703.38	799.6952515
1320.24	1320.24	1295.24	1703.4499512	3715.7070313
1320.290039	1320.290039	1295.290039	1703.51001	1666.0317383
1320.3199463	1320.3199463	1295.3199463	1703.5500488	1493.333374
1320.3399658	1320.3399658	1295.3399658	1703.6	803.5215454
1320.3900146	1320.3900146	1295.3900146	1703.6400146	2499.0476074
1320.4200439	1320.4200439	1295.4200439	1703.6899414	1202.4057617
1320.4399414	1320.4399414	1295.4399414	1703.74	794.819031
1320.5500488	1320.5500488	1295.5500488	1703.8199463	2753.0490723
1320.5699463	1320.5699463	1295.5699463	1703.8599854	993.5238037
1320.6500244	1320.6500244	1295.6500244	1703.9200439	2670.9501953
1320.6700439	1320.6700439	1295.6700439	1703.969971	801.603821
1320.719971	1320.719971	1295.719971	1704.030029	1661.9682617
1320.75	1320.75	1295.75	1704.0699463	1503.9044189
1320.77002	1320.77002	1295.77002	1704.1099854	999.6190186
1320.88	1320.88	1295.88	1704.26001	1466.810791
1320.9300537	1320.9300537	1295.9300537	1704.3100586	1999.2380371
1320.9499512	1320.9499512	1295.9499512	1704.3499756	996.489563
1321.0799561	1321.0799561	1296.0799561	1704.5	1733.7996826
1321.1	1321.1	1296.1	1704.5500488	799.6952515
1321.209961	1321.209961	1296.209961	1704.7	1466.810791
1321.3100586	1321.3100586	1296.3100586	1704.8100586	1819.458252
1321.3299561	1321.3299561	1296.3299561	1704.8599854	796.7160034
1321.4100342	1321.4100342	1296.4100342	1704.9200439	2665.6508789
1321.49	1321.49	1296.49	1705.0500488	1230.6789551
1321.5899658	1321.5899658	1296.5899658	1705.13	2499.7197266
1321.6099854	1321.6099854	1296.6099854	1705.1700439	999.6190186
1321.709961	1321.709961	1296.709961	1705.280029	1817.23938
1321.77002	1321.77002	1296.77002	1705.37	1336.3607178
1321.87	1321.87	1296.87	1705.49	1665.6524658
1321.8900146	1321.8900146	1296.8900146	1705.530029	999.6190186
1321.99	1321.99	1296.99	1705.6099854	2499.7197266
1322.02002	1322.02002	1297.02002	1705.6400146	2007.2032471
1322.040039	1322.040039	1297.040039	1705.6899414	801.603821
1322.1	1322.1	1297.1	1705.780029	1330.1164551
1322.12	1322.12	1297.12	1705.8299561	801.603821
1322.1500244	1322.1500244	1297.1500244	1705.87	1499.4285889
1322.1700439	1322.1700439	1297.1700439	1705.9100342	999.6190186
1322.37	1322.37	1297.37	1706.030029	3334.616211
1322.47998	1322.47998	1297.47998	1706.1600342	1691.3364258
1322.5	1322.5	1297.5	1706.209961	801.603821
1322.6500244	1322.6500244	1297.6500244	1706.290039	3751.1057129
1322.780029	1322.780029	1297.780029	1706.49	1299.83313
1322.8599854	1322.8599854	1297.8599854	1706.5699463	2002.149292
1322.9100342	1322.9100342	1297.9100342	1706.63	1666.0317383
1322.9300537	1322.9300537	1297.9300537	1706.6800537	799.6952515
1323.0899658	1323.0899658	1298.0899658	1706.88	1599.8092041
1323.1099854	1323.1099854	1298.1099854	1706.9300537	799.6952515
1323.209961	1323.209961	1298.209961	1707	2857.4309082
1323.26001	1323.26001	1298.26001	1707.0699463	1430.459961
1323.37	1323.37	1298.37	1707.13	3668.4851074
1323.3900146	1323.3900146	1298.3900146	1707.1800537	799.6952515
1323.4200439	1323.4200439	1298.4200439	1707.219971	1503.9044189
1323.4399414	1323.4399414	1298.4399414	1707.27002	794.819031
1323.540039	1323.540039	1298.540039	1707.37	2001.6209717
1323.5699463	1323.5699463	1298.5699463	1707.4200439	1197.5179443
1323.6700439	1323.6700439	1298.6700439	1707.530029	1819.458252
1323.75	1323.75	1298.75	1707.6700439	1141.651123
1323.8199463	1323.8199463	1298.8199463	1707.72998	2337.657471
1323.8499756	1323.8499756	1298.8499756	1707.77002	1499.4285889
1323.969971	1323.969971	1298.969971	1707.8499756	3000.27417
1324.0799561	1324.0799561	1299.0799561	1708.030029	1222.0185547
1324.13	1324.13	1299.13	1708.0799561	2004.0095215
1324.1500244	1324.1500244	1299.1500244	1708.13	799.6952515
1324.3299561	1324.3299561	1299.3299561	1708.3	2116.9367676
1324.3599854	1324.3599854	1299.3599854	1708.3399658	1503.9044189
1324.38	1324.38	1299.38	1708.3900146	799.6952515
1324.4100342	1324.4100342	1299.4100342	1708.4399414	1202.4057617
1324.51001	1324.51001	1299.51001	1708.5	3328
1324.530029	1324.530029	1299.530029	1708.5500488	799.6952515
1324.709961	1324.709961	1299.709961	1708.6400146	4003.6499023
1324.74	1324.74	1299.74	1708.6899414	1202.4057617
1324.790039	1324.790039	1299.790039	1708.74	1999.2380371
1324.8100586	1324.8100586	1299.8100586	1708.790039	799.6952515
1325.040039	1325.040039	1300.040039	1709.02002	2000.224
1325.0699463	1325.0699463	1300.0699463	1709.0699463	1197.5179443
1325.0899658	1325.0899658	1300.0899658	1709.12	799.6952515
1325.37	1325.37	1300.37	1709.25	4310.1943359
1325.4	1325.4	1300.4	1709.3	1199.5428467
1325.4499512	1325.4499512	1300.4499512	1709.3399658	2500.394043
1325.469971	1325.469971	1300.469971	1709.3900146	799.6952515
1325.5	1325.5	1300.5	1709.4399414	1202.4057617
1325.5500488	1325.5500488	1300.5500488	1709.5	1669.3439941
1325.5799561	1325.5799561	1300.5799561	1709.5500488	1194.666626
1325.63	1325.63	1300.63	1709.6	2004.0095215
1325.6500244	1325.6500244	1300.6500244	1709.6500244	799.6952515
1325.72998	1325.72998	1300.72998	1709.709961	2666.8786621
1325.75	1325.75	1300.75	1709.76001	801.603821
1325.8	1325.8	1300.8	1709.8100586	1999.2380371
1325.8299561	1325.8299561	1300.8299561	1709.8499756	1497.7910156
1325.97998	1325.97998	1300.97998	1709.9499512	2999.9904785
1326.01001	1326.01001	1301.01001	1709.97998	1999.2380371
1326.0600586	1326.0600586	1301.0600586	1710.040039	1666.0317383
1326.0799561	1326.0799561	1301.0799561	1710.0899658	798.622009
1326.1099854	1326.1099854	1301.1099854	1710.13	1499.4285889
1326.1800537	1326.1800537	1301.1800537	1710.209961	1751.94043
1326.24	1326.24	1301.24	1710.27002	1995.174561
1326.26001	1326.26001	1301.26001	1710.3199463	801.603821
1326.3900146	1326.3900146	1301.3900146	1710.469971	1733.7996826
1326.4100342	1326.4100342	1301.4100342	1710.51001	999.6190186
1326.52002	1326.52002	1301.52002	1710.5799561	3143.522949
1326.540039	1326.540039	1301.540039	1710.62	999.6190186
1326.5899658	1326.5899658	1301.5899658	1710.6800537	1665.2723389
1326.62	1326.62	1301.62	1710.72998	1202.4057617
1326.6400146	1326.6400146	1301.6400146	1710.77002	999.6190186
1326.719971	1326.719971	1301.719971	1710.8299561	2666.8786621
1326.8199463	1326.8199463	1301.8199463	1710.99	1249.8598633
1326.8499756	1326.8499756	1301.8499756	1711.02002	1999.2380371
1326.9	1326.9	1301.9	1711.0799561	1669.3439941
1326.9200439	1326.9200439	1301.9200439	1711.12	999.6190186
1327	1327	1302	1711.1899414	2285.24707
1327.0500488	1327.0500488	1302.0500488	1711.25	1669.3439941
1327.0699463	1327.0699463	1302.0699463	1711.290039	993.5238037
1327.1500244	1327.1500244	1302.1500244	1711.3599854	2288.73584
1327.25	1327.25	1302.25	1711.469971	1817.23938
1327.280029	1327.280029	1302.280029	1711.51001	1499.4285889
1327.3299561	1327.3299561	1302.3299561	1711.5699463	1668.5896
1327.3499756	1327.3499756	1302.3499756	1711.6099854	999.6190186
1327.38	1327.38	1302.38	1711.6500244	1499.4285889
1327.4	1327.4	1302.4	1711.7	801.603821
1327.51001	1327.51001	1302.51001	1711.790039	2440.804199
1327.5600586	1327.5600586	1302.5600586	1711.8499756	1672.6693115
1327.6099854	1327.6099854	1302.6099854	1711.9200439	1424.544189
1327.63	1327.63	1302.63	1711.959961	1002.6029663
1327.6600342	1327.6600342	1302.6600342	1712	1499.4285889
1327.709961	1327.709961	1302.709961	1712.0500488	1994.3619385
1327.72998	1327.72998	1302.72998	1712.1	801.603821
1327.76001	1327.76001	1302.76001	1712.1500244	1202.4057617
1327.8599854	1327.8599854	1302.8599854	1712.209961	3334.616211
1327.8900146	1327.8900146	1302.8900146	1712.26001	1199.5428467
1328.040039	1328.040039	1303.040039	1712.4100342	1999.199341
1328.0600586	1328.0600586	1303.0600586	1712.459961	803.5215454
1328.12	1328.12	1303.12	1712.52002	1995.174561
1328.24	1328.24	1303.24	1712.5899658	3429.61499
1328.27002	1328.27002	1303.27002	1712.6400146	1199.5428467
1328.290039	1328.290039	1303.290039	1712.6800537	999.6190186
1328.3900146	1328.3900146	1303.3900146	1712.8199463	1429.9334717
1328.5500488	1328.5500488	1303.5500488	1713	1776.9212646
1328.5699463	1328.5699463	1303.5699463	1713.040039	996.489563
1328.6	1328.6	1303.6	1713.0799561	1503.9044189
1328.62	1328.62	1303.62	1713.13	799.6952515
1328.7	1328.7	1303.7	1713.1899414	2666.8786621
1328.719971	1328.719971	1303.719971	1713.24	799.6952515
1328.88	1328.88	1303.88	1713.4200439	1778.0980225
1328.9499512	1328.9499512	1303.9499512	1713.469971	2800.7255859
1329.0600586	1329.0600586	1304.0600586	1713.62	1468.4388428
1329.209961	1329.209961	1304.209961	1713.709961	3331.0517578
1329.22998	1329.22998	1304.22998	1713.75	999.6190186
1329.3900146	1329.3900146	1304.3900146	1713.9399414	1685.4538574
1329.4100342	1329.4100342	1304.4100342	1713.99	799.6952515
1329.49	1329.49	1304.49	1714.0500488	2661.5874023
1329.51001	1329.51001	1304.51001	1714.0899658	1002.6029663
1329.5899658	1329.5899658	1304.5899658	1714.1600342	2281.3605957
1329.6099854	1329.6099854	1304.6099854	1714.2	1005.6047974
1329.6400146	1329.6400146	1304.6400146	1714.25	1199.5428467
1329.77002	1329.77002	1304.77002	1714.4	1732.4226074
1329.9399414	1329.9399414	1304.9399414	1714.5699463	2000.5726318
1330.0500488	1330.0500488	1305.0500488	1714.709961	1572.166748
1330.1500244	1330.1500244	1305.1500244	1714.780029	2857.4309082
1330.1700439	1330.1700439	1305.1700439	1714.8199463	1002.6029663
1330.219971	1330.219971	1305.219971	1714.88	1661.9682617
1330.25	1330.25	1305.25	1714.9200439	1499.4285889
1330.3499756	1330.3499756	1305.3499756	1714.99	2857.4309082
1330.4300537	1330.4300537	1305.4300537	1715.13	1144.36792
1330.5	1330.5	1305.5	1715.1899414	2333.01001
1330.5500488	1330.5500488	1305.5500488	1715.25	1666.0317383
1330.5799561	1330.5799561	1305.5799561	1715.3	1194.666626
1330.6	1330.6	1305.6	1715.3299561	1338.135498
1330.6600342	1330.6600342	1305.6600342	1715.3900146	2003.2127686
1330.72998	1330.72998	1305.72998	1715.530029	998.7268066
1330.780029	1330.780029	1305.780029	1715.5799561	2004.0095215
1330.8100586	1330.8100586	1305.8100586	1715.62	1499.4285889
1330.9100342	1330.9100342	1305.9100342	1715.6899414	2862.3071289
1330.9300537	1330.9300537	1305.9300537	1715.74	799.6952515
1330.99	1330.99	1305.99	1715.790039	2394.2094727
1331.0899658	1331.0899658	1306.0899658	1715.969971	1111.5388184
1331.24	1331.24	1306.24	1716.1600342	1578.0513916
1331.26001	1331.26001	1306.26001	1716.209961	801.603821
1331.37	1331.37	1306.37	1716.38	1294.0028076
1331.3900146	1331.3900146	1306.3900146	1716.4300537	799.6952515
1331.469971	1331.469971	1306.469971	1716.51001	1999.1654053
1331.7	1331.7	1306.7	1716.780029	1703.5019531
1331.77002	1331.77002	1306.77002	1716.9200439	1001.32196
1331.9	1331.9	1306.9	1717.0799561	1625.2757568
1331.9300537	1331.9300537	1306.9300537	1717.13	1202.4057617
1331.97998	1331.97998	1306.97998	1717.1800537	1994.3619385
1332	1332	1307	1717.22998	801.603821
1332.13	1332.13	1307.13	1717.3900146	1624.0655518
1332.1500244	1332.1500244	1307.1500244	1717.4399414	803.5215454
1332.1800537	1332.1800537	1307.1800537	1717.49	1199.5428467
1332.3100586	1332.3100586	1307.3100586	1717.6400146	1732.4226074
1332.3299561	1332.3299561	1307.3299561	1717.6899414	796.7160034
1332.3599854	1332.3599854	1307.3599854	1717.74	1202.4057617
1332.38	1332.38	1307.38	1717.77002	1332.825439
1332.5600586	1332.5600586	1307.5600586	1717.99	1636.4030762
1332.5899658	1332.5899658	1307.5899658	1718.040039	1197.5179443
1332.6099854	1332.6099854	1307.6099854	1718.0899658	801.603821
1332.74	1332.74	1307.74	1718.24	1732.4226074
1332.76001	1332.76001	1307.76001	1718.290039	799.6952515
1332.8599854	1332.8599854	1307.8599854	1718.37	2503.4506836
1332.8900146	1332.8900146	1307.8900146	1718.4100342	1499.4285889
1332.99	1332.99	1307.99	1718.47998	2857.4309082
1333.02002	1333.02002	1308.02002	1718.52002	1499.4285889
1333.0899658	1333.0899658	1308.0899658	1718.5899658	1999.155029
1333.12	1333.12	1308.12	1718.6400146	1202.4057617
1333.2	1333.2	1308.2	1718.6899414	3201.5273438
1333.219971	1333.219971	1308.219971	1718.74	799.6952515
1333.4499512	1333.4499512	1308.4499512	1718.9200439	2555.25293
1333.469971	1333.469971	1308.469971	1718.969971	801.603821
1333.530029	1333.530029	1308.530029	1719.030029	1999.2380371
1333.5500488	1333.5500488	1308.5500488	1719.0699463	1002.6029663
1333.6	1333.6	1308.6	1719.13	1661.9682617
1333.63	1333.63	1308.63	1719.1700439	1499.4285889
1333.6500244	1333.6500244	1308.6500244	1719.219971	803.5215454
1333.6800537	1333.6800537	1308.6800537	1719.27002	1199.5428467
1333.88	1333.88	1308.88	1719.37	3998.3598633
1333.9100342	1333.9100342	1308.9100342	1719.4200439	1199.5428467
1333.97998	1333.97998	1308.97998	1719.469971	2800.7255859
1334.01001	1334.01001	1309.01001	1719.52002	1202.4057617
1334.1099854	1334.1099854	1309.1099854	1719.6	2499.7197266
1334.1400146	1334.1400146	1309.1400146	1719.6400146	1499.4285889
1334.209961	1334.209961	1309.209961	1719.7	2333.01001
1334.24	1334.24	1309.24	1719.74	1499.4285889
1334.290039	1334.290039	1309.290039	1719.8	1669.3439941
1334.3100586	1334.3100586	1309.3100586	1719.8399658	1002.6029663
1334.3399658	1334.3399658	1309.3399658	1719.8900146	1194.666626
1334.52002	1334.52002	1309.52002	1720.13	1500.645752
1334.540039	1334.540039	1309.540039	1720.1800537	799.6952515
1334.74	1334.74	1309.74	1720.3900146	1904.953979
1334.77002	1334.77002	1309.77002	1720.4399414	1202.4057617
1334.8499756	1334.8499756	1309.8499756	1720.49	3193.9047852
1334.87	1334.87	1309.87	1720.540039	799.6952515
1335	1335	1310	1720.6899414	1735.1789551
1335.02002	1335.02002	1310.02002	1720.74	799.6952515
1335.0699463	1335.0699463	1310.0699463	1720.8	1661.9682617
1335.13	1335.13	1310.13	1720.8900146	1334.5906982
1335.22998	1335.22998	1310.22998	1720.959961	2862.3071289
1335.25	1335.25	1310.25	1721.01001	799.6952515
1335.5799561	1335.5799561	1310.5799561	1721.4100342	1649.5065918
1335.6600342	1335.6600342	1310.6600342	1721.5500488	1143.394043
1335.8399658	1335.8399658	1310.8399658	1721.76001	1714.2259521
1335.9100342	1335.9100342	1310.9100342	1721.8199463	2337.081543
1335.959961	1335.959961	1310.959961	1721.88	1665.2723389
1335.99	1335.99	1310.99	1721.9300537	1199.5428467
1336.0899658	1336.0899658	1311.0899658	1722.040039	1817.23938
1336.12	1336.12	1311.12	1722.0899658	1202.4057617
1336.1700439	1336.1700439	1311.1700439	1722.1400146	1999.2380371
1336.1899414	1336.1899414	1311.1899414	1722.1899414	798.622009
1336.24	1336.24	1311.24	1722.22998	2499.0476074
1336.290039	1336.290039	1311.290039	1722.3	1428.0272217
1336.3199463	1336.3199463	1311.3199463	1722.3499756	1197.5179443
1336.3399658	1336.3399658	1311.3399658	1722.3900146	999.6190186
1336.469971	1336.469971	1311.469971	1722.469971	3255.4030762
1336.6800537	1336.6800537	1311.6800537	1722.76001	1448.66748
1336.8	1336.8	1311.8	1722.8499756	2666.4689941
1336.8299561	1336.8299561	1311.8299561	1722.8900146	1493.333374
1336.9	1336.9	1311.9	1722.9499512	2337.081543
1337.0799561	1337.0799561	1312.0799561	1723.209961	1384.11377
1337.26001	1337.26001	1312.26001	1723.4200439	1714.4154053
1337.280029	1337.280029	1312.280029	1723.469971	801.603821
1337.3399658	1337.3399658	1312.3399658	1723.5600586	1330.1164551
1337.3599854	1337.3599854	1312.3599854	1723.6099854	801.603821
1337.51001	1337.51001	1312.51001	1723.790039	1666.88208
1337.5600586	1337.5600586	1312.5600586	1723.8299561	2506.5075684
1337.6099854	1337.6099854	1312.6099854	1723.9	1424.544189
1337.6400146	1337.6400146	1312.6400146	1723.9399414	1508.4072266
1337.6700439	1337.6700439	1312.6700439	1723.99	1199.5428467
1337.6899414	1337.6899414	1312.6899414	1724.030029	993.5238037
