MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
2964.8400879	2908.6081543	2883.6081543	3311.99	3232.172119
2970.8898926	2913.61499	2888.61499	3315.0900879	3229.9890137
2976.9199219	2918.605957	2893.605957	3318.1699219	3241.2390137
2982.969971	2923.6135254	2898.6135254	3321.27002	3230.4914551
2989	2928.604248	2903.604248	3324.5900879	3006.3969727
2990.6599121	2929.9782715	2904.9782715	3325.0800781	5608.2392578
2994.209961	2932.9165039	2907.9165039	3327.8300781	2136.9379883
2995.8701172	2934.290039	2909.290039	3328.3100586	5723.7163086
3001.0900879	2938.6086426	2913.6086426	3331.5600586	2657.5498047
3007.1398926	2943.61377	2918.61377	3334.6599121	3229.5163574
3013.1599121	2948.5944824	2923.5944824	3337.74	3234.01416
3019.219971	2953.6081543	2928.6081543	3340.8300781	3244.973877
3025.26001	2958.612061	2933.612061	3343.8400879	3324.782471
3031.6699219	2963.9243164	2938.9243164	3347.26001	3106.7685547
3036.49	2967.919189	2942.919189	3350.290039	2636.7497559
3037.49	2968.7480469	2943.7480469	3350.6899414	4145.6630859
3038.97998	2969.98291	2944.98291	3351.0900879	6169.6396484
3041.7	2972.237061	2947.237061	3353.1201172	2221.046631
3044.1899414	2974.3007813	2949.3007813	3354.1599121	3969.5258789
3049.3898926	2978.6105957	2953.6105957	3357.459961	2611.9025879
3055.4199219	2983.6142578	2958.6142578	3360.280029	3548.6542969
3061.4399414	2988.609619	2963.609619	3363.3500977	3254.15918
3067.469971	2993.6132813	2968.6132813	3366.1699219	3548.9543457
3073.49	2998.6083984	2973.6083984	3368.99	3542.7636719
3079.51001	3003.6069336	2978.6069336	3371.8200684	3532.37793
3085.530029	3008.6103516	2983.6103516	3374.8898926	3259.8105469
3091.540039	3013.6057129	2988.6057129	3378.1899414	3027.27417
3097.5600586	3018.609375	2993.609375	3381.01001	3548.640625
3103.5600586	3023.5964355	2998.5964355	3383.8300781	3536.8396
3109.5600586	3028.6044922	3003.6044922	3386.6699219	3527.0646973
3115.5500488	3033.6101074	3008.6101074	3389.72998	3271.6496582
3121.530029	3038.607666	3013.607666	3392.790039	3266.182373
3127.51001	3043.60498	3018.60498	3395.6201172	3531.7146
3133.49	3048.6032715	3023.6032715	3398.4499512	3532.590332
3139.459961	3053.609131	3028.609131	3401.51001	3271.722168
3145.8	3058.9255371	3033.9255371	3405.4099121	2726.4135742
3150.5600586	3062.916748	3037.916748	3408.6899414	2433.6193848
3151.5500488	3063.7468262	3038.7468262	3409.3200684	2634.7163086
3153.02002	3064.9794922	3039.9794922	3409.959961	3852.3547363
3156.1298828	3067.5871582	3042.5871582	3412.24	2287.427002
3158.97998	3069.977051	3044.977051	3413.8701172	2932.20459
3161.5	3072.0900879	3047.0900879	3415.5600586	2500.8076172
