MD (m)	TVD (m)	TVDSS (m)	TWT ( ms )	Vint (m/s)
1988.6400146	1988.62	1963.62	2502.1101074	2372.6577148
1989.3199463	1989.3	1964.3	2503.3601074	1087.8657227
1990.01001	1989.99	1964.99	2504.6201172	1095.302124
1993.6400146	1993.62	1968.62	2507.6699219	2380.4477539
1994.3299561	1994.3099365	1969.3099365	2508.9299316	1095.1083984
1995.01001	1994.99	1969.99	2510.1799316	1088.0610352
1998.6400146	1998.62	1973.62	2513.24	2372.4726563
1999.3199463	1999.3	1974.3	2514.49	1088.0732422
2000.01001	1999.99	1974.99	2515.74	1104.0762939
2003.63	2003.6099854	1978.6099854	2518.790039	2373.697998
2004.3199463	2004.3	1979.3	2520.0500488	1095.1083984
2008.3299561	2008.3099365	1983.3099365	2524.0500488	2005.03064
2008.6400146	2008.62	1983.62	2524.3601074	1999.2005615
2010.01001	2009.99	1984.99	2526.25	1449.9560547
2012.2	2012.1799316	1987.1799316	2528.0500488	2433.1867676
2012.959961	2012.9399414	1987.9399414	2528.6699219	2452.0861816
2014.3299561	2014.3099365	1989.3099365	2530.5600586	1449.590332
2015.01001	2014.99	1989.99	2531.8100586	1088.0610352
2018.6400146	2018.62	1993.62	2534.8701172	2372.4726563
2019.3199463	2019.3	1994.3	2536.1201172	1087.8657227
2020.01001	2019.99	1994.99	2537.3798828	1095.5095215
2023.6400146	2023.62	1998.62	2540.4299316	2380.4477539
2024.3299561	2024.3099365	1999.3099365	2541.6899414	1095.1083984
2025.01001	2024.99	1999.99	2542.9399414	1088.0610352
2028.6400146	2028.62	2003.62	2546	2372.4726563
2029.3199463	2029.3	2004.3	2547.24	1096.6506348
2030.01001	2029.99	2004.99	2548.5	1095.302124
2033.6400146	2033.62	2008.62	2551.5500488	2380.2617188
2034.3299561	2034.3099365	2009.3099365	2552.8100586	1095.3156738
2035.01001	2034.99	2009.99	2554.0600586	1088.0610352
2038.6400146	2038.62	2013.62	2557.1201172	2372.4726563
2039.3199463	2039.3	2014.3	2558.3701172	1087.8657227
2040.01001	2039.99	2014.99	2559.6298828	1095.5095215
2043.6400146	2043.62	2018.62	2562.6799316	2380.2617188
2044.3299561	2044.3099365	2019.3099365	2563.9399414	1095.1083984
2045.01001	2044.99	2019.99	2565.1899414	1088.2685547
2048.6398926	2048.619873	2023.619873	2568.25	2372.3930664
2049.3200684	2049.3	2024.3	2569.5	1088.2563477
2050.01001	2049.99	2024.99	2570.76001	1095.1083984
2053.6298828	2053.6098633	2028.6098633	2573.8100586	2373.6181641
2054.3200684	2054.3	2029.3	2575.0600586	1104.2716064
2055.01001	2054.99	2029.99	2576.3200684	1095.1083984
2058.6398926	2058.619873	2033.619873	2579.3701172	2380.3676758
2059.3300781	2059.3100586	2034.3100586	2580.6298828	1095.7032471
2060.01001	2059.99	2034.99	2581.8798828	1087.8657227
2063.6398926	2063.619873	2038.619873	2584.9399414	2372.3930664
2064.3200684	2064.3	2039.3	2586.1899414	1088.2563477
2065.01001	2064.99	2039.99	2587.4499512	1095.1083984
2068.6398926	2068.619873	2043.619873	2590.5	2380.181641
2069.3300781	2069.3100586	2044.3100586	2591.72998	1122.4691162
2070.01001	2069.99	2044.99	2592.1799316	3021.0168457
2073.6398926	2073.619873	2048.619873	2595.6	2122.66748
2074.3200684	2074.3	2049.3	2596.0500488	3023.703125
2078.6398926	2078.619873	2053.619873	2600.01001	2181.7875977
2082.9499512	2082.9299316	2057.9299316	2603.959961	2182.2424316
2085.01001	2084.99	2059.99	2605.75	2301.6813965
2087.27002	2087.25	2062.25	2607.9399414	2064.0539551
2089.3300781	2089.3100586	2064.3100586	2609.719971	2314.6296387
2090.01001	2089.99	2064.99	2610.24	2615.1672363
2093.6398926	2093.619873	2068.619873	2613.709961	2092.1853027
2094.3200684	2094.3	2069.3	2614.209961	2720.900391
2098.6599121	2098.6398926	2073.6398926	2618.1799316	2186.23877
2098.719971	2098.7	2073.7	2618.1799316	2205.6542969
2102.9499512	2102.9299316	2077.9299316	2622.0700684	2174.776123
2102.969971	2102.9499512	2077.9499512	2622.1499023	501.3014832
2103.1201172	2103.1	2078.1	2622.22998	3748.5715332
2105.01001	2104.99	2079.99	2623.8798828	2290.9780273
2107.27002	2107.25	2082.25	2626.0700684	2063.8293457
2109.3300781	2109.3100586	2084.3100586	2627.8601074	2301.6813965
2110.01001	2109.99	2084.99	2628.3701172	2666.51709
2113.6398926	2113.619873	2088.619873	2631.8300781	2098.2402344
2114.3200684	2114.3	2089.3	2632.3500977	2614.907471
2118.6398926	2118.619873	2093.619873	2636.3100586	2181.7875977
2122.9499512	2122.9299316	2097.9299316	2640.25	2187.9208984
2125.01001	2124.99	2099.99	2642.0500488	2288.8774414
2127.26001	2127.24	2102.24	2644.24	2054.912109
2129.3200684	2129.3	2104.3	2646.02002	2314.6296387
2130.01001	2129.99	2104.99	2646.5500488	2603.5302734
2133.6398926	2133.619873	2108.619873	2650.01001	2098.0957031
2134.3300781	2134.3100586	2109.3100586	2650.52002	2706.7302246
2135.01001	2134.99	2109.99	2651.040039	2615.1672363
2138.6398926	2138.619873	2113.619873	2654.5	2098.2402344
2139.3200684	2139.3	2114.3	2655.01001	2667.474609
2140.01001	2139.99	2114.99	2655.540039	2603.5302734
2143.6398926	2143.619873	2118.619873	2658.99	2104.3305664
2144.3300781	2144.3100586	2119.3100586	2659.51001	2654.6062012
2145.01001	2144.99	2119.99	2660.030029	2613.96875
2148.6398926	2148.619873	2123.619873	2663.49	2098.2402344
2149.3200684	2149.3	2124.3	2664.01001	2616.1064453
2150.01001	2149.99	2124.99	2664.52002	2705.7727051
2153.6398926	2153.619873	2128.619873	2667.97998	2098.2402344
2154.3300781	2154.3100586	2129.3100586	2668.51001	2604.45166
2158.6398926	2158.619873	2133.619873	2672.4499512	2187.664551
2162.959961	2162.9399414	2137.9399414	2676.4099121	2181.9111328
2165.01001	2164.99	2139.99	2678.1899414	2303.3828125
2167.27002	2167.25	2142.25	2680.3898926	2054.6586914
2169.3200684	2169.3	2144.3	2682.1699219	2303.3828125
2170.01001	2169.99	2144.99	2682.6899414	2653.6672363
2173.6298828	2173.6098633	2148.6098633	2686.1499023	2092.4543457
2174.3200684	2174.3	2149.3	2686.6699219	2654.6062012
2178.6398926	2178.619873	2153.619873	2690.6201172	2187.0549316
2180.01001	2179.99	2154.99	2691.77002	2383.034668
2182.959961	2182.9399414	2157.9399414	2694.6	2084.7502441
2184.3300781	2184.3100586	2159.3100586	2695.75	2383.034668
2185.01001	2184.99	2159.99	2696.26001	2666.51709
2188.6398926	2188.619873	2163.619873	2699.72998	2092.1853027
2189.3200684	2189.3	2164.3	2700.24	2667.474609
2193.6298828	2193.6098633	2168.6098633	2704.2	2176.6010742
2195.01001	2194.99	2169.99	2705.3500977	2399.9470215
2197.9499512	2197.9299316	2172.9299316	2708.1699219	2085.22998
2199.3300781	2199.3100586	2174.3100586	2709.3400879	2358.87207
2200.01001	2199.99	2174.99	2709.8400879	2719.923584
2203.6398926	2203.619873	2178.619873	2713.3100586	2092.1853027
2204.3200684	2204.3	2179.3	2713.8300781	2616.1064453
2205.01001	2204.99	2179.99	2714.3400879	2705.7727051
2208.6398926	2208.619873	2183.619873	2717.8	2098.0957031
2209.3300781	2209.3100586	2184.3100586	2718.3200684	2654.6062012
2213.6599121	2213.6398926	2188.6398926	2722.3	2175.8388672
2217.8798828	2217.8598633	2192.8598633	2726.26001	2131.3552246
2217.9399414	2217.9199219	2192.9199219	2726.26001	2406.8964844
2220.01001	2219.99	2194.99	2728.030029	2339.0344238
2222.1499023	2222.1298828	2197.1298828	2730.22998	1945.244873
2222.27002	2222.25	2197.25	2730.22998	2438.3435059
2224.3200684	2224.3	2199.3	2732.01001	2303.3828125
2225.01001	2224.99	2199.99	2732.530029	2653.6672363
2228.6398926	2228.619873	2203.619873	2735.99	2098.2402344
2229.3300781	2229.3100586	2204.3100586	2736.51001	2654.6062012
2230.01001	2229.99	2204.99	2737.030029	2615.1672363
2233.6499023	2233.6298828	2208.6298828	2740.49	2104.0263672
2234.3200684	2234.3	2209.3	2741	2628.21875
2238.6398926	2238.619873	2213.619873	2744.9499512	2187.1867676
2240.01001	2239.99	2214.99	2746.1	2382.5405273
2242.9499512	2242.9299316	2217.9299316	2748.9399414	2070.5244141
2244.3200684	2244.3	2219.3	2750.0800781	2403.4663086
2245.01001	2244.99	2219.99	2750.6	2653.6672363
2248.6298828	2248.6098633	2223.6098633	2754.0700684	2086.4157715
2249.3200684	2249.3	2224.3	2754.5800781	2706.7302246
2253.6398926	2253.619873	2228.619873	2758.540039	2181.65625
2257.9499512	2257.9299316	2232.9299316	2762.49	2182.3740234
2260.01001	2259.99	2234.99	2764.280029	2301.6813965
2262.27002	2262.25	2237.25	2766.469971	2064.0539551
2264.3300781	2264.3100586	2239.3100586	2768.25	2314.6296387
2265.01001	2264.99	2239.99	2768.77002	2615.1672363
2268.6499023	2268.6298828	2243.6298828	2772.24	2097.95459
2269.3200684	2269.3	2244.3	2772.74	2680.8583984
2273.6398926	2273.619873	2248.619873	2776.7	2181.65625
2275.01001	2274.99	2249.99	2777.8601074	2361.9760742
2277.9499512	2277.9299316	2252.9299316	2780.6799316	2085.22998
2279.3200684	2279.3	2254.3	2781.8300781	2382.5405273
2280.01001	2279.99	2254.99	2782.3500977	2653.6672363
2283.6298828	2283.6098633	2258.6098633	2785.8100586	2092.4543457
2284.3200684	2284.3	2259.3	2786.3300781	2654.6062012
2288.6398926	2288.619873	2263.619873	2790.280029	2187.1867676
2290.01001	2289.99	2264.99	2791.4299316	2383.034668
2292.959961	2292.9399414	2267.9399414	2794.27002	2077.3996582
2294.3300781	2294.3100586	2269.3100586	2795.4099121	2403.9689941
2295.01001	2294.99	2269.99	2795.9199219	2666.51709
2298.6398926	2298.619873	2273.619873	2799.4	2086.165039
2299.3200684	2299.3	2274.3	2799.9	2720.900391
2300.01001	2299.99	2274.99	2800.4199219	2653.6672363
2303.6398926	2303.619873	2278.619873	2803.8798828	2098.0957031
2304.3300781	2304.3100586	2279.3100586	2804.4	2654.6062012
2308.6398926	2308.619873	2283.619873	2808.3601074	2176.6010742
2312.959961	2312.9399414	2287.9399414	2812.3	2193.0021973
2315.01001	2314.99	2289.99	2814.0900879	2290.4975586
2317.27002	2317.25	2292.25	2816.290039	2054.4360352
2319.3200684	2319.3	2294.3	2818.0700684	2303.3828125
2320.01001	2319.99	2294.99	2818.5900879	2653.6672363
2323.6298828	2323.6098633	2298.6098633	2822.0500488	2092.4543457
2324.3200684	2324.3	2299.3	2822.5700684	2654.6062012
2328.6398926	2328.619873	2303.619873	2826.52002	2187.3188477
2332.9499512	2332.9299316	2307.9299316	2830.469971	2182.2424316
2335.01001	2334.99	2309.99	2832.26001	2301.9880371
2337.27002	2337.25	2312.25	2834.459961	2054.4360352
2339.3300781	2339.3100586	2314.3100586	2836.24	2314.6296387
2340.01001	2339.99	2314.99	2836.75	2666.51709
2343.6499023	2343.6298828	2318.6298828	2840.22998	2091.9177246
2344.3300781	2344.3100586	2319.3100586	2840.72998	2720.900391
2348.6398926	2348.619873	2323.619873	2844.6899414	2176.7321777
2350.01001	2349.99	2324.99	2845.8300781	2403.4663086
2352.9499512	2352.9299316	2327.9299316	2848.6599121	2077.67627
2354.3200684	2354.3	2329.3	2849.8200684	2361.9760742
2355.01001	2354.99	2329.99	2850.3300781	2705.7727051
2358.6398926	2358.619873	2333.619873	2853.790039	2098.2402344
2359.3300781	2359.3100586	2334.3100586	2854.3200684	2604.45166
2363.6398926	2363.619873	2338.619873	2858.27002	2182.2504883
2367.959961	2367.9399414	2342.9399414	2862.219971	2187.3105469
2370.01001	2369.99	2344.99	2864.01001	2290.4975586
2372.27002	2372.25	2347.25	2866.2	2064.0539551
2374.3200684	2374.3	2349.3	2867.97998	2303.3828125
2375.01001	2374.99	2349.99	2868.5	2653.6672363
2378.6398926	2378.619873	2353.619873	2871.959961	2098.2402344
2379.3300781	2379.3100586	2354.3100586	2872.47998	2654.6062012
2380.01001	2379.99	2354.99	2872.99	2666.51709
2383.6398926	2383.619873	2358.619873	2876.459961	2092.0415039
2384.3200684	2384.3	2359.3	2876.969971	2667.474609
2385.01001	2384.99	2359.99	2877.49	2653.6672363
2388.6398926	2388.619873	2363.619873	2880.9499512	2098.2402344
2389.3300781	2389.3100586	2364.3100586	2881.459961	2706.7302246
2390.01001	2389.99	2364.99	2881.97998	2615.1672363
2393.6398926	2393.619873	2368.619873	2885.4499512	2092.1853027
2394.3200684	2394.3	2369.3	2885.9499512	2720.900391
2395.01001	2394.99	2369.99	2886.47998	2602.359619
2398.6298828	2398.6098633	2373.6098633	2889.9399414	2092.4543457
2399.3200684	2399.3	2374.3	2890.459961	2654.6062012
2400.01001	2399.99	2374.99	2890.97998	2653.6672363
2403.6398926	2403.619141	2378.619141	2894.4399414	2097.7807617
2404.3300781	2404.309082	2379.309082	2894.959961	2653.6638184
2405.01001	2404.98877	2379.98877	2895.469971	2665.5705566
2408.6398926	2408.6171875	2383.6171875	2898.9299316	2097.4956055
2409.3200684	2409.297119	2384.297119	2899.4499512	2613.979248
2410.01001	2409.9868164	2384.9868164	2899.969971	2652.7250977
2413.6398926	2413.6154785	2388.6154785	2903.4199219	2103.58374
2414.3300781	2414.30542	2389.30542	2903.9499512	2603.5271
2415.01001	2414.9851074	2389.9851074	2904.459961	2665.5705566
2418.6499023	2418.623779	2393.623779	2907.9199219	2103.279541
2419.3300781	2419.303711	2394.303711	2908.4399414	2615.1777344
2423.6499023	2423.62207	2398.62207	2912.3898926	2186.4104
2425.02002	2424.991699	2399.991699	2913.540039	2381.6948242
2427.959961	2427.93042	2402.93042	2916.3701172	2076.938721
2429.3300781	2429.3	2404.3	2917.51001	2403.1157227
2430.02002	2429.9892578	2404.9892578	2918.040039	2600.376221
2433.6599121	2433.6228027	2408.6228027	2921.5	2100.3186035
2434.3500977	2434.3117676	2409.3117676	2922.02002	2649.9279785
2435.030029	2434.9904785	2409.9904785	2922.530029	2661.8178711
2438.6699219	2438.6240234	2413.6240234	2926	2094.1135254
2439.3500977	2439.3029785	2414.3029785	2926.51001	2662.7736816
2443.6699219	2443.61499	2418.61499	2930.459961	2183.4641113
2447.99	2447.92749	2422.92749	2934.4099121	2183.5876465
2452.3200684	2452.25	2427.25	2938.3701172	2182.849609
2455.0600586	2454.9851074	2429.9851074	2940.790039	2260.7348633
2456.6398926	2456.5622559	2431.5622559	2942.3400879	2034.6436768
2459.3898926	2459.302002	2434.302002	2944.77002	2255.0407715
2460.0800781	2459.9882813	2434.9882813	2945.290039	2639.7634277
2463.72998	2463.61792	2438.61792	2948.74	2104.1054688
2464.4299316	2464.3139648	2439.3139648	2949.27002	2626.5344238
2465.1101074	2464.9902344	2439.9902344	2949.77002	2705.6870117
2468.76001	2468.619873	2443.619873	2953.24	2091.9614258
2469.4399414	2469.2958984	2444.2958984	2953.76001	2600.545166
2470.1298828	2469.9819336	2444.9819336	2954.27002	2689.3867188
2473.77002	2473.6018066	2448.6018066	2957.72998	2092.4025879
2474.469971	2474.2978516	2449.2978516	2958.26001	2626.5344238
2475.1599121	2474.9838867	2449.9838867	2958.77002	2690.644043
2478.8100586	2478.6135254	2453.6135254	2962.24	2092.1013184
2479.51001	2479.30957	2454.30957	2962.76001	2677.1142578
2480.1899414	2479.98584	2454.98584	2963.26001	2704.71582
2483.8400879	2483.6154785	2458.6154785	2966.74	2086.0812988
2484.530029	2484.3015137	2459.3015137	2967.24	2743.2255859
2485.219971	2484.987793	2459.987793	2967.76001	2638.82959
2488.8798828	2488.6123047	2463.6123047	2971.22998	2089.1274414
2489.5800781	2489.3039551	2464.3039551	2971.74	2712.7207031
2490.27002	2489.9855957	2464.9855957	2972.25	2672.9946289
2493.9499512	2493.62085	2468.62085	2975.72998	2089.30835
2494.6398926	2494.30249	2469.30249	2976.22998	2726.5310059
2499	2498.6098633	2473.6098633	2980.1899414	2175.325439
2500.3898926	2499.98291	2474.98291	2981.3400879	2387.6496582
2503.3701172	2502.927002	2477.927002	2984.1599121	2088.1950684
2504.75	2504.290039	2479.290039	2985.3200684	2349.994141
2505.4499512	2504.981689	2479.981689	2985.8300781	2711.7749023
2509.1298828	2508.6169434	2483.6169434	2989.3	2095.337891
2509.8300781	2509.3085938	2484.3085938	2989.8200684	2660.4812012
2510.52002	2509.9902344	2484.9902344	2990.3200684	2726.5310059
2513.4499512	2512.8847656	2487.8847656	2994.26001	1469.2185059
2514.1899414	2513.6157227	2488.6157227	2995.209961	1539.22937
2514.8798828	2514.2973633	2489.2973633	2997.1899414	688.4450073
2515.209961	2514.623291	2489.623291	2998.0900879	724.5968628
2515.5800781	2514.9882813	2489.9882813	2999.1201172	708.5302124
2518.540039	2517.8876953	2492.8876953	3003.0600586	1471.8461914
2519.280029	2518.6125488	2493.6125488	3004	1542.5074463
2519.99	2519.3081055	2494.3081055	3005.99	698.9111328
2520.6799316	2519.9838867	2494.9838867	3006.4099121	3219.3688965
2521.22998	2520.5227051	2495.5227051	3006.8300781	2565.152832
2524.3898926	2523.61792	2498.61792	3009.47998	2336.0571289
2525.0900879	2524.3039551	2499.3039551	3009.6499023	8069.5175781
2525.790039	2524.989502	2499.989502	3009.8200684	8066.7041016
2529.49	2528.61377	2503.61377	3012.9499512	2315.876221
2530.2	2529.3093262	2504.3093262	3013.1201172	8170.6035156
2530.8898926	2529.9851074	2504.9851074	3013.290039	7962.512207
2534.6	2533.6193848	2508.6193848	3016.4199219	2322.294189
2535.290039	2534.29541	2509.29541	3016.8300781	3296.1098633
2539.6899414	2538.6052246	2513.6052246	3020.7	2227.3522949
2541.1	2539.9865723	2514.9865723	3021.76001	2606.2475586
2544.1298828	2542.9282227	2517.9282227	3024.5	2147.2241211
2545.5600586	2544.3122559	2519.3122559	3025.3300781	3334.4956055
2550.01001	2548.6188965	2523.6188965	3029.0800781	2296.80249
2555.1699219	2553.6125488	2528.6125488	3032.8798828	2628.4833984
2555.8898926	2554.3093262	2529.3093262	3033.25	3763.681641
2556.5900879	2554.987061	2529.987061	3033.6101074	3764.5385742
2560.3500977	2558.6259766	2533.6259766	3037.6101074	1819.4669189
2561.0500488	2559.3032227	2534.3032227	3037.969971	3763.2260742
2565.5	2563.6098633	2538.6098633	3041.99	2142.6015625
2566.9199219	2564.984131	2539.984131	3042.99	2748.5620117
2569.959961	2567.92627	2542.92627	3046.3701172	1740.8619385
2571.3701172	2569.2910156	2544.2910156	3047.3601074	2756.606689
2572.0900879	2569.9831543	2544.9831543	3047.719971	3847.6103516
2575.8898926	2573.6152344	2548.6152344	3051.719971	1816.1097412
2576.6101074	2574.303711	2549.303711	3052.0900879	3718.6538086
2577.3200684	2574.9821777	2549.9821777	3052.4499512	3772.5964355
2581.1201172	2578.6147461	2553.6147461	3056.4499512	1816.22644
2581.8300781	2579.2932129	2554.2932129	3056.8100586	3767.6027832
2586.3500977	2583.6140137	2558.6140137	3060.8300781	2149.57251
2587.780029	2584.9807129	2559.9807129	3061.8300781	2733.8959961
2590.8601074	2587.9250488	2562.9250488	3065.209961	1742.2205811
2592.3	2589.3015137	2564.3015137	3066.1899414	2808.616699
2593.02002	2589.989502	2564.989502	3066.5600586	3719.78833
2596.8200684	2593.62207	2568.62207	3070.5600586	1816.22644
2597.540039	2594.3103027	2569.3103027	3070.9299316	3719.78833
2598.25	2594.98877	2569.98877	3071.280029	3877.96167
2602.0900879	2598.614502	2573.614502	3075.290039	1808.3669434
2602.8100586	2599.2927246	2574.2927246	3075.6499023	3766.9123535
2603.540039	2599.9802246	2574.9802246	3076.01001	3819.2839355
2607.3898926	2603.605957	2578.605957	3080.01001	1812.9154053
2608.1201172	2604.2937012	2579.2937012	3080.3798828	3717.1696777
2612.7	2608.6069336	2583.6069336	3084.4	2145.9226074
2614.1599121	2609.9819336	2584.9819336	3085.4	2750.1757813
2617.280029	2612.92041	2587.92041	3088.77002	1743.9046631
2618.74	2614.29541	2589.29541	3089.76001	2777.32666
2619.469971	2614.98291	2589.98291	3090.1298828	3718.3227539
2623.3200684	2618.6088867	2593.6088867	3094.1298828	1813.0303955
2624.0600586	2619.3059082	2594.3059082	3094.5	3764.4555664
2624.780029	2619.9838867	2594.9838867	3094.8400879	3988.8061523
2628.6599121	2623.61792	2598.61792	3098.8601074	1807.9909668
2629.3898926	2624.291748	2599.291748	3099.209961	3849.7351074
2630.1398926	2624.9838867	2599.9838867	3099.5800781	3741.237061
2634.0700684	2628.611084	2603.611084	3103.5800781	1813.607666
2634.8200684	2629.3032227	2604.3032227	3103.9399414	3845.2978516
2635.5600586	2629.986084	2604.986084	3104.3	3793.9772949
2639.5	2633.6223145	2608.6223145	3108.3	1818.1141357
2640.22998	2634.2961426	2609.2961426	3108.6599121	3742.6564941
2640.97998	2634.9882813	2609.9882813	3109.030029	3741.237061
2644.9099121	2638.6152344	2613.6152344	3112.3500977	2184.9196777
2650.3300781	2643.6174316	2618.6174316	3115.0700684	3677.991211
2655.74	2648.6103516	2623.6103516	3117.780029	3684.9213867
2661.25	2653.612061	2628.612061	3120.49	3691.196289
2666.8	2658.6169434	2633.6169434	3123.530029	3292.883789
2672.3400879	2663.612793	2638.612793	3126.24	3686.86084
2677.8798828	2668.6083984	2643.6083984	3128.9399414	3700.6977539
2683.4299316	2673.6135254	2648.6135254	3131.6599121	3679.925293
2689.0600586	2678.60498	2653.60498	3134.3701172	3683.6518555
2694.76001	2683.6118164	2658.6118164	3137.0800781	3694.9196777
2700.4499512	2688.6098633	2663.6098633	3139.790039	3688.7553711
2706.1499023	2693.616699	2668.616699	3142.49	3708.9501953
2711.8400879	2698.6147461	2673.6147461	3145.209961	3675.010498
2717.6298828	2703.61499	2678.61499	3148.4499512	3086.6271973
2718.4299316	2704.303711	2679.303711	3148.6899414	5738.480957
2719.219971	2704.984131	2679.984131	3148.9199219	5919.45166
2723.4399414	2708.6176758	2683.6176758	3152.8798828	1835.057739
2724.22998	2709.2978516	2684.2978516	3153.1699219	4692.7231445
2725.030029	2709.9868164	2684.9868164	3153.49	4302.79248
2729.24	2713.6115723	2688.6115723	3157.4399414	1835.456665
2730.040039	2714.3005371	2689.3005371	3157.75	4445.1157227
2730.8300781	2714.9807129	2689.9807129	3158.0500488	4532.4472656
2735.0500488	2718.6142578	2693.6142578	3162.01001	1835.1682129
2735.8400879	2719.2944336	2694.2944336	3162.3100586	4532.4472656
2736.6398926	2719.9831543	2694.9831543	3162.6101074	4592.1201172
2740.8601074	2723.6169434	2698.6169434	3166.5700684	1835.16394
2741.6599121	2724.3056641	2699.3056641	3166.8798828	4447.1801758
2742.459961	2724.9865723	2699.9865723	3167.1799316	4541.3774414
2746.719971	2728.61084	2703.61084	3171.1398926	1830.3322754
2747.52002	2729.2915039	2704.2915039	3171.4399414	4538.6303711
2748.3300781	2729.9807129	2704.9807129	3171.75	4443.5297852
2752.6	2733.6132813	2708.6132813	3175.6899414	1844.0698242
2753.4099121	2734.3022461	2709.3022461	3176.01001	4306.4755859
2754.209961	2734.98291	2709.98291	3176.3100586	4535.025391
2758.47998	2738.6157227	2713.6157227	3179.8	2081.7907715
2764.3500977	2743.609619	2718.609619	3182.9499512	3170.7878418
2770.26001	2748.6135254	2723.6135254	3186.1101074	3167.1047363
2776.209961	2753.6032715	2728.6032715	3189.26001	3168.03833
2782.1799316	2758.609619	2733.609619	3192.209961	3394.2419434
2788.1499023	2763.616211	2738.616211	3195.4	3138.7858887
2794.1101074	2768.6142578	2743.6142578	3198.6499023	3075.94873
2795.74	2769.9812012	2744.9812012	3198.9099121	10509.383789
2799.290039	2772.92749	2747.92749	3201.540039	2240.525391
2800.9399414	2774.2905273	2749.2905273	3201.8	10481.59375
2806.1699219	2778.6118164	2753.6118164	3205.030029	2675.7822266
2812.219971	2783.6105957	2758.6105957	3208.219971	3133.982666
2818.27002	2788.609375	2763.609375	3211.4099121	3134.2167969
2824.3200684	2793.6081543	2768.6081543	3214.6	3133.7485352
2830.4199219	2798.609619	2773.609619	3218.4199219	2618.643311
2831.27002	2799.3061523	2774.3061523	3218.6599121	5806.6572266
2832.1	2799.986084	2774.986084	3218.8898926	5910.8100586
2836.530029	2803.6147461	2778.6147461	3222.790039	1860.8963623
2837.3601074	2804.2946777	2779.2946777	3223.030029	5664.2817383
2838.2	2804.982666	2779.982666	3223.27002	5736.6171875
2842.6298828	2808.6115723	2783.6115723	3227.1599121	1865.6865234
2843.469971	2809.299561	2784.299561	3227.4099121	5508.31543
2844.3	2809.9797363	2784.9797363	3227.6398926	5910.8100586
2848.74	2813.616699	2788.616699	3231.530029	1869.9022217
2849.5700684	2814.296631	2789.296631	3231.77002	5664.2817383
2850.4099121	2814.984619	2789.984619	3232.02002	5506.7148438
2854.8400879	2818.6054688	2793.6054688	3235.9	1866.3978271
2855.6799316	2819.2890625	2794.2890625	3236.1398926	5701.7705078
2856.530029	2819.9812012	2794.9812012	3236.3898926	5534.8076172
2860.99	2823.6125488	2798.6125488	3240.27002	1871.6268311
2861.8300781	2824.2963867	2799.2963867	3240.52002	5474.8554688
2862.6699219	2824.9802246	2799.9802246	3240.76001	5696.1083984
2867.1298828	2828.6115723	2803.6115723	3244.6599121	1862.244141
2867.959961	2829.2873535	2804.2873535	3244.8798828	6142.23584
2868.8100586	2829.9794922	2804.9794922	3245.1298828	5540.0893555
2873.27002	2833.6105957	2808.6105957	3249.02002	1866.8093262
2874.1101074	2834.2946777	2809.2946777	3249.3	4887.2646484
2874.9499512	2834.9782715	2809.9782715	3249.6	4555.9819336
2879.4099121	2838.609619	2813.609619	3253.4499512	1886.463623
2880.24	2839.2854	2814.2854	3253.76001	4357.6352539
2881.0900879	2839.9777832	2814.9777832	3254.0700684	4468.3198242
2885.5500488	2843.612793	2818.612793	3257.9199219	1888.3306885
2887.22998	2844.9821777	2819.9821777	3258.51001	4640.6855469
2891.6799316	2848.6088867	2823.6088867	3262.3701172	1879.2049561
2892.51001	2849.2854	2824.2854	3262.6699219	4511.324707
2893.3601074	2849.9782715	2824.9782715	3262.97998	4470.8613281
2897.8200684	2853.6132813	2828.6132813	3266.8400879	1883.4320068
2899.5	2854.982666	2829.982666	3267.4399414	4565.0625
2903.9499512	2858.609375	2833.609375	3271.3100586	1874.227051
2904.780029	2859.2858887	2834.2858887	3271.6101074	4511.324707
2905.6298828	2859.97876	2834.97876	3271.9199219	4469.5776367
2910.0800781	2863.609131	2838.609131	3275.77002	1886.0113525
2910.9199219	2864.2973633	2839.2973633	3276.0800781	4437.7988281
2911.75	2864.9777832	2839.9777832	3276.3798828	4539.730957
2916.1899414	2868.6164551	2843.6164551	3280.280029	1865.8078613
2917.02002	2869.296631	2844.296631	3280.6298828	3889.871582
2917.8601074	2869.9851074	2844.9851074	3280.97998	3934.097168
2922.290039	2873.6154785	2848.6154785	3284.8701172	1866.3931885
2923.1298828	2874.303711	2849.303711	3285.22998	3826.0942383
2923.959961	2874.9838867	2849.9838867	3285.5800781	3884.5756836
2928.3898926	2878.6142578	2853.6142578	3289.47998	1861.828979
2929.219971	2879.2946777	2854.2946777	3289.8200684	4001.7124023
2930.0600586	2879.9831543	2854.9831543	3290.1699219	3934.097168
2934.47998	2883.6052246	2858.6052246	3294.0700684	1857.5085449
2935.3200684	2884.2937012	2859.2937012	3294.4199219	3934.097168
2936.1599121	2884.9819336	2859.9819336	3294.77002	3932.9538574
2940.5800781	2888.616211	2863.616211	3298.6699219	1863.7580566
2941.4099121	2889.3	2864.3	3299	4141.880859
2942.24	2889.984131	2864.984131	3299.3200684	4275.8515625
2946.6398926	2893.6098633	2868.6098633	3302.72998	2126.5327148
2952.709961	2898.612061	2873.612061	3305.8100586	3248.2873535
2958.780029	2903.6142578	2878.6142578	3308.9	3237.760498
