mape_ricker,mape_butter
7.8952814437713705,5.922232868590371
5.323794687156594,5.716997701023456
4.746605298905532,4.58534393021269
5.985300109516023,4.66804488098774
7.209141711360695,4.821908560008832
6.260614206092951,4.577888398577339
5.293516853690738,4.307228265462225
5.128725767420129,4.289401125462996
5.06179092024124,4.26328792163172
4.89102597830119,4.131784645845974
4.777125191019524,4.055583419817512
4.816778307714772,4.095383995456213
4.771337888814771,4.064677718874958
4.577467645771508,3.8395021224121417
4.461791311156717,3.581758832362621
4.401490921018437,3.557639924228985
4.168310004605548,3.519455347247151
4.1063320536740395,3.510292890146914
4.1925879282589875,3.6147553301990785
4.31515591066131,3.7326700488948052
4.624625917284711,4.026880486121641
4.717838676765803,4.103412818586338
4.587383127444549,4.084436054635445
4.444433836792524,4.055427357899717
4.438402954395963,4.087388912844051
4.326385394846041,3.9905106720995844
4.062564381202282,3.826615817850469
3.70329099279737,3.572393893118048
3.7926400936726257,3.5809895003627177
4.189992705183634,3.9602142795459123
4.483428451246178,4.261138659906425
4.506786669840139,4.2039755421964715
4.661293231453687,4.2624406410831375
4.896146404576054,4.444592377107042
5.130309951954519,4.683397394593357
5.71599881581392,5.122017820913061
6.194603923694526,5.384723611150228
6.390071336084328,5.435393149427611
6.549091361069799,5.49630607646529
6.898887984478222,5.74561088906226
7.436995328041833,6.139377910150428
7.827122623952248,6.56532893577689
7.781124909595483,6.61289381776855
7.599500780633781,6.58058168975387
7.58643032314317,6.636870310797405
7.717899505690333,6.638296346437429
7.956569241714889,6.689701579804268
7.955753897125101,6.623480773172148
7.822384908275881,6.431603338659306
7.673654108056996,6.265308913747955
7.527028503705613,6.152713690455388
7.188946937725063,6.000045931401986
7.046330932842851,5.913507848497025
7.119973249472975,5.894170882553695
7.3064306443012486,6.07105559363372
7.430677854182155,6.1559036837639765
7.523746726151098,6.231979299148925
7.466486508461682,6.118026438659415
7.369226812123666,6.08275414568586
7.253924924063464,5.997556981799643
7.151268980721204,5.950957789046835
6.968919401797138,5.895979843456639
6.843041214524774,5.77994955537673
6.503831807511842,5.368119931634576
6.391282187906258,5.374666951581736
6.338981576966525,5.511781956412133
6.706786921089392,5.891695252359964
7.003656582535019,6.114548612846984
7.594624120448226,6.559742751544105
7.689824667126807,6.50885105202355
7.940341537078514,6.754430343784542
8.128485026716369,6.909476083135965
8.14046120517212,6.762167295100779
8.238912605460607,6.732070074771002
8.775265196832006,7.306439637592302
9.207249501735907,7.71206280036861
9.412577711600834,7.846724167756186
9.745657746076578,8.140878892244958
10.03860079382617,8.309904401621226
9.921549570014706,8.184784332205577
9.846607558720283,8.164494018683351
10.080867001487844,8.404870934821446
10.348415112784876,8.495397167466493
10.447419538173857,8.566119661723206
10.77918750135508,8.927922611136362
10.81166831152126,9.058965347720818
11.054876176968506,9.115707673863122
11.296967152103267,9.313374517436912
11.500334309102358,9.558410911873555
11.655021603492074,9.782413415195276
11.520374302406948,9.742288443738378
11.379123708140998,9.312868707296733
11.417027822240868,9.178960622697648
11.569358166834915,9.122775572420668
11.573581032443755,9.177093992161645
11.904836927342838,9.293738205027612
11.953583846359127,9.110281736826275
11.84869852755662,8.949855753913258
11.67921246808768,8.923450926076715
11.376172117989917,8.471540178862366
10.726690442135375,7.897637331247079
10.802031288041642,7.9507427381363645
11.340124882175125,8.503473797888416
11.602092976537875,8.816878566072146
11.718577368112205,9.004712080411185
11.503414819777293,8.718714127416087
10.840192364598252,8.057166545698665
10.303845156504456,7.5584291321476735
9.899789659362499,7.370751638143802
9.659009193039694,7.2981188809719475
9.490424233573464,7.256354033438611
9.212600274263739,7.056379505990192
8.829512420222308,6.799353969831952
8.589148058484506,6.611026600571194
8.521464103420797,6.564549400103191
8.354710150262559,6.506059210282733
8.085245091801863,6.358942716973286
7.726240947469313,6.160200134162379
7.350356392140267,5.830315307413072
6.965924953945554,5.583008666014521
6.519053001331393,5.305525303362119
6.124655066071661,5.086812059102916
5.838475504513358,4.892578157441911
5.659187589003553,4.7393203938746185
5.767650963320838,4.9237134551515505
5.8500898532426,5.154896029616108
5.870183311069845,5.226756796552953
5.57347302609133,5.0578143909223074
5.285582970099343,4.896368937255642
5.137660472043856,4.85145994869675
5.251013458004423,4.976982692980715
5.441490452710032,5.132290146117852
5.3849276707172615,5.035305307485764
5.2818338329901,4.970001992054822
5.044329218037934,4.754173334829442
4.763551903040354,4.534001984117518
4.632679436673959,4.500870046130935
4.617179757948847,4.411771208261581
4.722949475945646,4.287718193373467
4.861989291859241,4.321129177380683
4.91429211038578,4.370300902696248
4.925271797603645,4.419446822606518
5.018532056756199,4.57909724056191
4.884422062549372,4.53909001083076
5.076325617113039,4.574042794387182
5.159915106951271,4.691773521916026
5.2458924335535535,4.722883309615075
5.289390486179231,4.701029665775175
5.443203616811203,4.78605220039254
5.685098046696792,5.008157028402841
5.945202926397751,5.352293087196257
6.033890982834579,5.368299111403542
5.944078485074054,5.209178640046658
6.144646706315136,5.290128727870099
6.529410835539792,5.619324495359406
6.899619847436234,6.015820262455337
6.998757583151279,6.107910804588161
6.664702108974571,5.7676287357740135
5.97294863081788,5.22280837026395
5.702271223128656,4.97239744335748
5.583564013169213,4.94528413583364
5.584552786144651,4.97535069143134
5.355381432380906,4.752276438548008
5.027213924494954,4.451693894186619
4.8459315436903365,4.321284402835876
4.820693487314901,4.376619574154343
4.9191640288666765,4.579733097786786
5.071727407338029,4.701595595780156
5.101417181452131,4.742045309147966
5.080569681581691,4.842587299129022
4.993232497123914,4.845940040205066
4.85582072679221,4.78081866987035
4.407443744043644,4.430928109221057
4.239019205979718,4.260573004726883
4.255328347121301,4.2366556647469595
4.349759241532695,4.331679887492754
4.547639953651118,4.49194005037311
4.767205787711529,4.66737670142686
5.147017020740894,4.878961105516243
5.460592265134775,5.1376168296237745
5.4339509663929695,5.144417405692373
5.393527057990502,5.056202831432133
5.256403772390261,4.926970589098026
5.029969039733373,4.9189647515909165
4.886642397741599,4.937557047690633
4.7051059746630495,4.85257935202632
4.441565857769506,4.639515152419643
4.207174596438042,4.289905977513183
4.32611803162299,4.110713733188122
4.644506092456238,4.187993140573061
4.787823127327956,4.154747488448855
4.944084076648797,4.163199636939005
4.895671612564782,4.190582253270639
4.762357442477557,4.020103265063056
4.714157817670682,3.8906730267983294
4.944323478735054,4.033024327369086
5.053032381275174,4.188579273912349
5.054453363986075,4.1161288280311545
4.929372528592717,3.866004853227862
4.9848041845522575,3.891037066584219
5.449263964845075,4.25547097821624
5.9284906855915525,4.615720902454271
6.554602937379958,5.103595115846472
7.148890219607459,5.59997153837378
7.406627481214017,5.896505275484953
7.465419196208684,5.977251972514792
7.107295559758496,5.902765924623278
6.73077333589191,5.7335595668433115
6.250893005720318,5.318692440659801
5.810253223859369,4.7769284774309355
5.814737338604751,4.734859825864544
5.940649031632904,4.904188749223401
6.1873880236582,4.996557115017409
6.3610974157525755,4.946478007728504
6.300441655511471,4.813123516864224
6.108273050375822,4.592606682979608
6.365025740728066,4.693132146437446
6.626658754941261,4.889913564990842
6.66069459939865,4.823480163343858
6.314030924151365,4.557571486015615
5.787936703510418,4.253660123181834
5.107188474840138,3.7469345981112454
4.622382124700193,3.698420814518118
4.440400778025117,3.926170493319023
4.24751896918515,4.055197528354348
4.34864057415087,4.081923570044665
4.708803546610935,4.235347366422297
4.912739046072357,4.325748118898981
5.2611182820134355,4.573034471065105
5.5008823252917445,4.709090306917233
5.591343620562217,4.813776109057005
5.715704650550296,4.845081779335894
5.986840237467819,4.92739681179256
6.00082987419356,5.001186829145602
5.580607936680408,4.713948610611707
5.139019542465854,4.430505483641242
5.165620139451707,4.38368069103024
5.156696387020535,4.236790048155193
5.259386425448078,4.292531908106175
5.3567377767483615,4.44906635991464
5.287861077025318,4.524029287178992
5.4903412062508155,4.8443993943118855
6.224424691879562,5.322707764730051
7.08065632120999,5.71892481704128
7.695301329434827,5.89529898313566
8.536637090583824,6.441517006136915
9.743006844985427,7.15595720889814
10.424429959748299,7.384630283033713
8.920867359703383,6.94586492021646
6.567917259943876,6.730933993323007
6.782101718623414,7.574252861113545
8.497033878313898,6.9017312254552055
12.890673458765844,7.602733071141396
13.406073573099977,7.722557619696962
