DEPTH,CAL,DTCO,DTSM,LITHO,PHIE,PHIT,RHOB,SW,VCLAY,WELL,VP,IP,IS,VS
2612.066,12.74464,106.5349,151.851,58.0,0.0631596564566595,0.2859093811023959,2.323714,1.0,0.762928760630151,1-BRSA-192-ESS,2861.034271398387,6648.225390928231,4664.230246755043,2007.230772270186
2612.166,12.67539,104.5357,149.1396,58.0,0.0712480534645332,0.2744032125984302,2.348619,1.0,0.6958166188977705,1-BRSA-192-ESS,2915.750313050948,6847.986584487404,4799.926184594836,2043.7227939460747
2612.266,12.61403,103.0751,147.7098,58.0,0.0571721619684819,0.2772685992126032,2.33325,1.0,0.7538411763780446,1-BRSA-192-ESS,2957.067225741231,6899.577104460728,4814.674449494888,2063.505603555079
2612.366,12.53784,102.7412,153.8607,58.0,0.0654300298425342,0.2672915433070724,2.300721,1.0,0.691385630708563,1-BRSA-192-ESS,2966.6774380676884,6825.497081988529,4557.757509227502,1981.0126952496641
2612.466,12.46181,102.6887,160.02,58.0,0.0583161785823468,0.2639582409450239,2.354524,1.0,0.704334279529177,1-BRSA-192-ESS,2968.1941635252956,6988.684394680234,4484.807619047619,1904.7619047619046
2612.566,12.46164,102.5058,159.7089,58.0,0.0028877218031505,0.2938028062992115,2.37953,1.0,0.9963985614173156,1-BRSA-192-ESS,2973.4902805499787,7075.509327277091,4541.266917498023,1908.4722266573747
2612.666,12.43987,102.2174,159.2605,58.0,0.0025509864881886,0.2945175409448815,2.360286,1.0,1.0,1-BRSA-192-ESS,2981.87979737305,7038.089139422447,4517.222869449738,1913.845554924165
2612.766,12.47912,101.9706,158.8909,58.0,0.0214225732283197,0.2868989661417349,2.335348,1.0,0.9092697566930136,1-BRSA-192-ESS,2989.0968573294654,6980.581367570653,4479.891991297173,1918.297397774196
2612.866,12.42093,102.0392,159.0289,58.0,0.0480237106298699,0.2851953740157485,2.34902,1.0,0.8123246464568704,1-BRSA-192-ESS,2987.087315463077,7016.727845769077,4502.2086928853805,1916.6327629757861
2612.966,12.4181,102.7564,160.1635,57.0,0.0713603477165862,0.2916072826771883,2.329528,1.0,0.7543568818896684,1-BRSA-192-ESS,2966.238599250266,6909.935871634273,4433.220642655786,1903.055315349627
2613.066,12.4181,103.7833,161.785,57.0,0.0881846903937277,0.3041869094487481,2.254265,1.0,0.7398183645665942,1-BRSA-192-ESS,2936.888690184259,6620.525383178219,4246.9942948975495,1883.9818277343388
2613.166,12.37457,104.8335,163.5027,57.0,0.0743205595275322,0.330080656692946,2.208283,1.0,0.8759910299214635,1-BRSA-192-ESS,2907.46755569546,6420.511176293838,4116.657757945282,1864.1893987071774
2613.266,12.3528,107.2138,169.5224,58.0,0.0659652942519634,0.3428147740157516,2.221374,1.0,0.9482231015748326,1-BRSA-192-ESS,2842.9176094868385,6315.183261856217,3994.013742136732,1797.992477690264
2613.366,12.45513,110.2042,177.1766,58.0,0.0550882474015743,0.3436330047244056,2.251657,1.0,0.988280006299201,1-BRSA-192-ESS,2765.774807130763,6227.576204899631,3873.5648703045426,1720.3174685596177
2613.466,12.37268,111.8361,177.6411,58.0,0.0473313175589806,0.3242190818896676,2.274589,1.0,0.9483544015747284,1-BRSA-192-ESS,2725.416927092415,6199.203362778209,3902.7833491235983,1715.8191432050353
2613.566,12.40062,112.3476,178.1056,58.0,0.0344614049606396,0.2974528543307355,2.322204,1.0,0.900758793700846,1-BRSA-192-ESS,2713.0085555899727,6300.159319825258,3974.0905350533617,1711.3442811455675
2613.666,12.54872,112.0347,178.5701,58.0,0.0238753168503048,0.2685890094487668,2.402322,1.0,0.8381564551182364,1-BRSA-192-ESS,2720.585675687979,6535.722821590097,4100.50588312377,1706.8926992816828
